"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Real-Time Cold Chain Forecasting Model for Agricultural Logistic Transportation using Feature Centric Deep Neural Classification for Seasonal Recommendation","S. Priyanka; A. Prema","Department of Computer Science, Vels Institute of Science, Technology and Advanced Studies (VISTAS), Chennai, India; Department of Computer Science, Vels Institute of Science, Technology and Advanced Studies (VISTAS), Chennai, India","2022 6th International Conference on Electronics, Communication and Aerospace Technology","16 Jan 2023","2022","","","1222","1228","In recent days, cold chain logistic progression has been affected due to covid quarantine because real-time human resources being affected. Agriculture transportation and food safety are essential for human lives to avoid wastage of product. Analyzing the stock hold management needs more prediction accuracy in the seasonal recommendations for producing Agri-products. Increasing information and collaborative approaches in big data leads to more dimensions to analyze the prediction leads to inaccuracy for a recommendation. To improve the cold chain process, intend a Real-time Cold chain forecasting model for agricultural logistic transportation using feature centric deep neural classification for a seasonal recommendation. Initially, the preprocess was carried out to reduce the noise present in the seasonal collective and cold chain logistic dataset, which contains information about agriculture in stock detail, production, seasonal, and daily requirement ratio. The cold chain recommendation big data analytics estimate the seasonal productive margin factor (SPMF) and Stock hold production hit rate (SPHR) for feature logistic margins. Then selects the features using Intensive Agro feature successive rate (IAFSR) be grouped into clusters. Then the selected features are trained with Multi-objective Deep sub spectral neural network (MODS2NN) to categorize the needs of classes for recommendation. This cold chain process improves the prediction accuracy as well than other methods to recommendation the logistic stock hold management by right seasonal recommendation.","","978-1-6654-8271-4","10.1109/ICECA55336.2022.10009466","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10009466","Cold Chain;Feature Selection;Logistic Chain;Neural Network;Product Recommendation;Stock Management","COVID-19;Transportation;Production;Predictive models;Big Data;Real-time systems;Agriculture","","","","20","IEEE","16 Jan 2023","","","IEEE","IEEE Conferences"
"Real-Time Tree Row End Detection: A Machine Vision-Based Approach to Improve Navigation of Electric Vehicles in Vineyards","S. Saha; N. Noguchi","Graduate School of Agriculture, Hokkaido University, Sapporo, Japan; Research Faculty of Agriculture, Hokkaido University, Sapporo, Japan",2024 6th International Conference on Robotics and Computer Vision (ICRCV),"26 Nov 2024","2024","","","104","108","This study presents a novel approach for real-time tree row end detection in vineyards using a machine vision-based system leveraging the YOLOv8 object detection model. Addressing the limitations of GNSS technology in environments where signal obstruction is prevalent, this research aims to enhance the precision and reliability of autonomous navigation systems for electric vehicles (EVs) in agricultural settings. The developed system utilizes a dataset created from images captured using an HD camera mounted on the EV, encompassing various weather and canopy conditions to train the YOLOv8 model effectively. Real-time field experiments demonstrated the system's effectiveness, showing that the ‘End of row’ flag is accurately generated as the EV approaches the end of the vineyard row, with the initial distance measurement consistently falling within the 2.5-3 m range. This allows the EV to stop within the next 2–3 seconds at an optimal distance of approximately 1 m from the row end. This research highlights the potential of integrating advanced machine vision techniques with agricultural machinery, providing a robust alternative to traditional navigation aids in precision agriculture.","","979-8-3315-2742-6","10.1109/ICRCV62709.2024.10758580","Bio-oriented Technology Research Advancement Institution (BRAIN); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10758580","Autonomous navigation;Machine vision;YOLOv8;Object detection;Robot electric vehicle","Precision agriculture;Global navigation satellite system;Navigation;Machine vision;Vegetation;Electric vehicles;Real-time systems;Distance measurement;Meteorology;Autonomous robots","","","","9","IEEE","26 Nov 2024","","","IEEE","IEEE Conferences"
"Recurrent Neural Network-Based Classification of Potato Leaves using RGB Images","A. Sharma; A. Sharma","Department of CSE, Chandigarh University, Mohali, India; Department of Computer Science Engineering, Himachal Pradesh Technical University, Hamirpur, Himachal Pradesh, India",2024 2nd International Conference on Advancement in Computation & Computer Technologies (InCACCT),"11 Jun 2024","2024","","","486","491","In this study, a highly accurate classification system for potato leaves using Recurrent Neural Networks (RNNs) on the Plant Village dataset has been presented. The dataset comprises a diverse collection of potato leaf images, with annotations for healthy leaves and those affected by various diseases and stressors. Leveraging the temporal dependencies inherent in RNNs, it is aimed to effectively capture intricate patterns and features in sequential data, particularly crucial for time-series analysis of plant growth stages and disease progression. The proposed RNN architecture, incorporating long short-term memory (LSTM) units to address the vanishing gradient problem, demonstrated exceptional performance in accurately classifying potato leaf health, enabling early disease detection and timely interventions for improved crop management. Our study demonstrates the robustness and high accuracy of RNNs in classifying potato leaves, with performance metrics exceeding 92%. The integration of RNN-based classification systems into precision agriculture holds tremendous promise, providing farmers with valuable insights for timely interventions, optimizing crop health, and ensuring sustainable food production. From the experimental outcomes, it has been observed that the “RNN Model“ records the highest accuracy of 0.927, which is a higher value compared to the “CNN (Convolution neural network) Model“ (0.902) and the “Feedforward neural network“ (0.867). The success of proposed DL model in agricultural applications illustrates the transformative potential of AI technologies in addressing global food security challenges and revolutionizing the future of agriculture.","","979-8-3503-7131-4","10.1109/InCACCT61598.2024.10551226","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10551226","Recurrent Neural Networks (RNNs);long short-term memory (LSTM);F-1 Score","Measurement;Recurrent neural networks;Computational modeling;Time series analysis;Crops;Food security;Production","","","","48","IEEE","11 Jun 2024","","","IEEE","IEEE Conferences"
"Reimagining Cucumber Disease Diagnosis in the Era of Federated Learning CNN","Y. Nagpal; V. Kukreja; S. Mehta; A. Jain; A. Choudhury","Chitkara University Institute of Engineering and Technology, Chitkara University, Punjab, India; Chitkara University Institute of Engineering and Technology, Chitkara University, Punjab, India; Chitkara University Institute of Engineering and Technology, Chitkara University, Punjab, India; Computer Science and Engineering, Graphic Era Hill University, Dehradun, Uttarakhand, India; Computer Science and Engineering, Graphic Era Deemed to be University, Dehradun, Uttarakhand, India",2023 4th IEEE Global Conference for Advancement in Technology (GCAT),"19 Dec 2023","2023","","","1","6","Early identification of plant diseases is crucial for guaranteeing sustainable agricultural methods and improving yields in the constantly changing field of precision agriculture. This study attempts to examine the identification of six different groups of illnesses that affect cucumber leaves. The use of federated learning, a decentralized machine learning paradigm, combined data from four other clients while preserving the privacy and effectiveness of the data. The model’s design included a Convolutional Neural Network (CNN) to improve diagnostic skills. Federated Learning and CNN thoroughly examined the four customers’ local data. The findings showed that client accuracy varied, with a clear development in model performance: Client 1 had an average accuracy of 84.85%, Client 2 had a score of 90.23%, Client 3 had a score of 91.77%, and Client 4 had a score of 91.59%. These findings highlight the federated learning paradigm’s flexibility and promise for managing a variety of distributed datasets. The research also highlighted the use of federated averaging to combine local findings into a comprehensive global model. The results were enlightening when examined through the lenses of Macro, Micro, and Weighted Averages: The weighted average traced a trajectory from 86.79% to 91.92%, while the micro-average followed the weighted average, starting at 86.71% and ending at 91.92%. The macro-average accuracy trended from 84.88% to 91.60%. These nuanced insights highlighted the model’s accuracy across many average measures, which also underscored the model’s robustness in potentially unbalanced datasets. In conclusion, this study supports using CNNs with federated learning to identify illnesses in cucumber leaves.","","979-8-3503-0525-8","10.1109/GCAT59970.2023.10353345","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10353345","Cucumber leaves;Leaf diseases;Convolutional Neural Network (CNN);Federated learning (FL);Disease Classification","Measurement;Data privacy;Plant diseases;Federated learning;Neural networks;Solids;Robustness","","","","15","IEEE","19 Dec 2023","","","IEEE","IEEE Conferences"
"Research on Virtual Laboratory Architecture and Simulation Algorithm Design","Y. Wang","Minjiang University, Fuhuan, China",2021 International Conference on Electronic Information Technology and Smart Agriculture (ICEITSA),"16 Feb 2022","2021","","","451","455","Virtual laboratory, as a virtual experimental environment with computer network as the core, integrates the technical concept of multiple fields. It can not only carry out scientific research activities orderly according to the geographical distribution of resources, but also break through the limitation of time and space for orderly experimental analysis. According to the analysis of actual project development and application, the architecture and simulation algorithm of distributed virtual laboratory are the focus of current research. From the perspective of practical application, it can be seen that the effective communication between Client/Server mode and TCP/IP protocol, the Client in the local database and the Server in the global database, can not only control the response time of the system, but also improve the overall execution efficiency under the guidance of multi-threading technology. Therefore, on the basis of understanding the current application construction content of distributed virtual laboratory, this paper designs and studies the actual simulation algorithm according to the architecture it contains, and finally verifies and analyzes the application effect of the algorithm based on actual cases.","","978-1-6654-1300-8","10.1109/ICEITSA54226.2021.00092","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9707370","Virtual laboratory;Architecture;Simulation algorithm;The server","Training;Analytical models;Technological innovation;Protocols;Databases;Computational modeling;Computer architecture","","","","14","IEEE","16 Feb 2022","","","IEEE","IEEE Conferences"
"SMART FARMING SYSTEM: Enhancing Water Efficiency, Automated Care, and Disease Detection Using IoT and CNN","A. Kumar; H. K. Upadhay; J. N. M. Iqubal","School of Engineering and IT, Manipal Academy of Higher Education, Dubai, UAE; School of Engineering and IT, Manipal Academy of Higher Education, Dubai, UAE; School of Engineering and IT, Manipal Academy of Higher Education, Dubai, UAE",2024 Advances in Science and Engineering Technology International Conferences (ASET),"14 Oct 2024","2024","","","1","7","The International Water Management Institute states that because of insufficient or excessive water supplies, inefficient irrigation techniques can result in crop output reductions of up to 30%. Inadequate irrigation practices can lead to waterlogging and salt problems on up to 25% of the irrigated land area worldwide. In addition to automatic watering, this study presents a smart farming system designed specifically for Neon Pothos that uses convolutional neural networks (CNNs) for disease detection and real-time monitoring. Neon Pothos' specific requirements are met by the system for this experimental procedure, which makes use of a NodeMCU ESP-12E (8266) microprocessor, a high-precision moisture sensor, and a DHT22 temperature/humidity sensor. CNN makes problem identification simple and efficient to identify diseases. Through a dashboard on a mobile application, users may keep an eye on various parameters and receive push notifications for illness and irrigation alerts. Ad hoc watering is made possible via manual pump control, and powerful algorithms that use the system's database to analyze disease prevalence and water use improve watering plans. This system, which combines technology, algorithms, and user-centered design to promote sustainable farming habits, helps preserve water resources and promotes environmental health.","2831-6878","979-8-3503-4413-4","10.1109/ASET60340.2024.10708639","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10708639","smart farming system;real-time monitoring;NodeMCU ESP-12E (8266);DHT22;sustainable;algorithms","Smart agriculture;Irrigation;Neon;User centered design;Real-time systems;Trajectory;Convolutional neural networks;Water resources;Diseases;Farming","","","","25","IEEE","14 Oct 2024","","","IEEE","IEEE Conferences"
"SSE-Based Evolutionary Algorithm for Hyper-parameter Optimization of LightGBM on Paddy Rice Yield Prediction Problem","A. Takai; H. Makino; E. Kita","Graduate School of Informatics, Nagoya University, Nagoya, Japan; Graduate School of Informatics, Nagoya University, Nagoya, Japan; Graduate School of Informatics, Nagoya University, Nagoya, Japan","2023 IEEE International Conference on Systems, Man, and Cybernetics (SMC)","29 Jan 2024","2023","","","4375","4380","One of the purposes of smart agriculture is to predict the yield of paddy rice using agricultural data using machine learning. LightGBM, one of the machine learning algorithms, is applied to the yield prediction problem of paddy rice in this paper. Since LightGBM has a large number of hyperparameters, the hyperparameter optimization using the stochastic schemata exploiter (SSE) is used. From the results of comparison with Genetic Algorithm (GA), it is confirmed that SSE has a fast convergence speed. In addition, it is found that the higher the mutation rate of SSE, the more converged to the global optimal solution without falling into the local solution.","2577-1655","979-8-3503-3702-0","10.1109/SMC53992.2023.10393933","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10393933","Stochastic Schemat Exploiter (SSE);lightGBM. Optimization;Prediction;Rice","Smart agriculture;Machine learning algorithms;Correlation;Evolutionary computation;Hyperparameter optimization;Optimization;Cybernetics","","","","8","IEEE","29 Jan 2024","","","IEEE","IEEE Conferences"
"Segment Anything Model (SAM) Applications: Coffee Rust Detection with Image Processing","B. Vides-Flores; E. Martinez-Ramirez; Y. Rodriguez-Gallo","Faculty of Aeronautics, Don Bosco University, San Salvador, EI Salvador; Faculty of Electronics, Don Bosco University, San Salvador, El Salvador; Faculty of Electronics, Don Bosco University, San Salvador, El Salvador",2024 IEEE Central America and Panama Student Conference (CONESCAPAN),"20 Feb 2025","2024","","","1","6","Coffee Leaf Rust (CLR) poses a significant threat to coffee production worldwide, with the potential to cause substantial yield reductions in severe cases. Early detection of such diseases is crucial to mitigate severe damage and economic losses. Addressing this issue requires precise and efficient detection methods. This paper explores the development of two algorithms for detecting CLR in coffee leaves using the RoCoLe and BRACOL datasets. The first algorithm, termed exclusive SAM, relies solely on the Segment Anything Model (SAM), while the second algorithm, termed SAM Assisted, uses SAM in conjunction with additional image processing techniques. The results demonstrate that the exclusive SAM algorithm achieves an accuracy of 92% on the RoCoLe dataset and 88% on the BRACOL dataset. In contrast, the SAM Assisted algorithm achieves an accuracy of 94% with the RoCoLe dataset and 96% with the BRACOL dataset. Lastly, this research identified the difficulties the Segment Anything Model (SAM) faces when performing specialized segmentation tasks on its own. However, it also highlighted SAM's potential as a supporting tool for more robust algorithms. In the future, this will likely be the most important role of SAM in precision agriculture research. Additionally, the second algorithm developed using SAM showed very promising results with image techniques not conventionally used in agricultural applications, warranting further investigation.","","979-8-3503-7759-0","10.1109/CONESCAPAN62181.2024.10891109","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10891109","Artificial Intelligence;coffee leaf rust;image processing;SAM","Precision agriculture;Image segmentation;Deconvolution;Costs;Computational modeling;Process control;Real-time systems;Faces;Context modeling;Diseases","","","","21","IEEE","20 Feb 2025","","","IEEE","IEEE Conferences"
"Self-Supervised Contrastive Learning for Potato Leaf Disease Classification","L. Paul; F. Bin Ali; R. D. Mohalder; S. T. Rabita; S. M. N. Sakif; M. H. Islam; M. A. M. Khan","VISIE Ltd., Dhaka, Bangladesh; VISIE Ltd., Dhaka, Bangladesh; NA; Computer Science and Engineering Department, Khulna University of Engineering & Technology, Khulna, Bangladesh; ICT Cell, Khulna University, Khulna, Bangladesh; Computer Science and Engineering Department, Ahsanullah University of Science and Technology, Dhaka, Bangladesh; VISIE Ltd., Dhaka, Bangladesh",2024 27th International Conference on Computer and Information Technology (ICCIT),"10 Jun 2025","2024","","","2050","2055","Potato crops, vital to global food security, are often jeopardized by numerous foliar diseases, including late blight, early blight, and bacterial leaf spot. If untreated, these illnesses can lead to substantial yield losses and negatively impact agricultural output. Conventional disease diagnosis methods, which frequently depend on expert manual inspection, are both time-consuming and labor-intensive, as well as prone to human errors. Recent improvements in deep learning-based image classification approaches have shown considerable potential in automating the identification of plant diseases, offering a scalable and more dependable alternative to manual inspections. In this research, we proposed a Self-Supervised Contrastive Learning methodology for the classification of potato leaf diseases using two publicly available potato leaf datasets. Our model attained an accuracy of 99.46% with a loss of 0.013957 and an accuracy of 98.79% with a loss of 0.096844. These results indicate the potential of self-supervised contrastive learning in agricultural disease detection, offering a scalable and efficient solution for real-world disease classification with minimal reliance on labeled data.","2474-9656","979-8-3315-1909-4","10.1109/ICCIT64611.2024.11022435","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11022435","Self-supervised learning;contrastive learning;potato leaf disease;Plant disease classification;agricultural AI;image augmentation;deep learning in agriculture;smart farming","Smart agriculture;Plant diseases;Accuracy;Microorganisms;Crops;Contrastive learning;Manuals;Inspection;Medical diagnosis;Resilience","","","","19","IEEE","10 Jun 2025","","","IEEE","IEEE Conferences"
"Smart Agriculture: Explainable Deep Learning Approach with Gradient-Weighted Class Activation Mapping","M. K. Shaik; M. L. Prasad; Y. S. Reddy; S. Asif; D. Kalpana; P. C. S. Reddy","Electronics and Communication Engineering, St. Ann's College of Engineering and Technology, Chirala, Andhra Pradesh, India; Computer Science and Engineering, Institute of Aeronautical Engineering, Dundigal, Telangana, India; Computer Science and Engineering (AI&ML), CVR College of Engineering, Hyderabad, India; Computer Science and Engineering, Koneru Lakshmaiah Education Foundation, Bowrampet, Hyderabad, Telangana, India; Computer Science and Engineering (Data Science), Malla Reddy Engineering College (Autonomous), Hyderabad, Telangana, India; School of Computer Science and Artificial Intelligence, SR University, Warangal, Telangana, India","2024 International Conference on Computer, Electronics, Electrical Engineering & their Applications (IC2E3)","10 Jan 2025","2024","","","1","6","In light of the pressing need to guarantee food security in the face of threats posed by climate change, an increasing global population together with rising incomes, worsening soil erosion, and dwindling water resources, crop yield forecasting has assumed more significance in recent years. A relatively new area of study, “Explainable AI” seeks to provide context for the findings produced by Deep learning models. Nevertheless, there is a pressing need for more comprehensive evaluations of deep learning models for object classification in images. Due to this, the research suggests two steps for implementing Explainable AI: (1) assessing the deep-learning(DL)-strategies accuracy utilizing evaluation methods, and (2) evaluating the feature recognition skill of an scan when recognized by DL utilizing Grad-CAM for model construal. Compared to EfficientNetV2S and Xception, the results reveal that MobieNet model has lower dependability but higher accuracy. When taking the ratio match rate into account, though, MobileNetV2 achieves the best accuracy. Building intelligent agriculture support systems (with the help of automated fruit-picking robots that discard bad fruits) is one application of the study's findings. Another is the utilization of the Explainable AI model's output to determine the best deep learning model for processing.","","979-8-3503-8853-4","10.1109/IC2E362166.2024.10826675","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10826675","XAI;agriculture;deep learning;grad-CAM","Climate change;Deep learning;Extended reality;Agriculture;Food security;Smart agriculture;Agricultural robots;Resource management;Crop yield;Weather forecasting","","","","23","IEEE","10 Jan 2025","","","IEEE","IEEE Conferences"
"Smart Agriculture: Leveraging IoT and Machine Learning in Wireless Sensor Networks for Precision Farming","M. S. Sheela; T. T. Leonid; N. Aravindhraj; R. S; P. Giri; A. Amer","Department of ECE, Vel Tech Rangarajan Dr.Sagunthala R&D Institute of Science and Technology, Chennai, India; Department of CSE, KCG College of Technology, Chennai; Department of CSE, Kongu Engineering College, Erode; Department of VLSI Microelectronics, Saveetha School of Engineering, Saveetha Institute of Medical and Technical Sciences (SIMATS), Chennai; Department of Civil Engineering, Laxminarayan Innovation Technological University, Nagpur; Department of Energy Engineer, Zarqa University, Zarqa, Jordan","2024 International Conference on Innovative Computing, Intelligent Communication and Smart Electrical Systems (ICSES)","12 Mar 2025","2024","","","1","7","This research explores the challenge of incorporating IoT with Machine Learning (ML) applications to Precision Agriculture, particularly the use of wireless sensors for irrigation control. Information from sensors that monitor key parameters including temperature, humidity, moisture, and water levels are used to forecast water requirements and control pumps. Support vector machine (SVM), Decision tree (DT), Random Forest (RF) and Naïve Bayes (NB) techniques are adopted for the analysis to find out their accuracy levels. It is observed from all the above-performed models that among all, the SVM has the maximum prediction rate of the given dataset and is slightly outperformed by only the DT and RF. The confusion matrix which points to the misclassification patterns of each model gives an insight into identifying the best ML approach for use. The convergence of IoT and ML guarantees flexibility and responsiveness when controlling and designing agricultural systems. It is this approach that has the potential to enhance water resources management as well as address issues precipitated by climate change and growing worldwide food demand.","","979-8-3315-4362-4","10.1109/ICSES63760.2024.10910560","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10910560","Precision Agriculture;Internet of Things (IoT);Machine Learning (ML);Irrigation Management;Wireless Sensor Networks;Water Resource Optimization","Support vector machines;Radio frequency;Temperature sensors;Precision agriculture;Smart agriculture;Wireless sensor networks;Irrigation;Accuracy;Internet of Things;Water resources","","","","15","IEEE","12 Mar 2025","","","IEEE","IEEE Conferences"
"Smart Farming Solutions: Deep Learning-Driven Multi-Classification of Rice Crop Diseases","Riya; S. Mogha; Vatsal","Department of Mathematics, Chandigarh University, Gharuan-Mohali, Punjab, India; Department of Mathematics, Chandigarh University, Gharuan-Mohali, Punjab, India; Department of Mathematics, Chandigarh University, Gharuan-Mohali, Punjab, India",2024 International Conference on Futuristic Technologies in Control Systems & Renewable Energy (ICFCR),"28 Nov 2024","2024","","","1","4","Rice, being recognized as a fundamental staple crop on a global scale, assumes a central position in ensuring food security worldwide. Nevertheless the agricultural sector encounters significant obstacles in the shape of many illnesses that possess the potential to cause severe damage to crop productivity and jeopardize the availability of food resources. The proposed work endeavors to undertake a thorough investigation to tackle these issues by creating a resilient system for detecting diseases and classifying rice plants into multiple categories. Rice farming is faced with several frequent illnesses, each possessing distinct characteristics and exerting a specific impact on the health of the crop. The diseases encompassing rice blast, rice blight, hispa disease, and rice stem rot disease are widely recognized for their significant capacity to case extensive harm. Differentiating these illnesses from healthy rice plants is a procedure that requires significant labor and is susceptible to errors when conducted manually. To address these problems, the suggested study has carefully assembled a dataset consisting of high-resolution photos of rice plants. These images encompass a range of growth phases and indications of diseases. By utilizing state-of-the-art deep learning (DL) methodologies, the proposed work developed an advanced image processing model that exhibits the ability to classify rice plants into five discrete categories: healthy, rice blast, rice blight, hispa disease, and rice stem rot disease, without the need for manual intervention. The presented research encompasses not only the construction of a precise classification model but also explores the practical consequences of early illness detection in the context of rice farming. The experimental findings yielded highly encouraging results, as our model had an exceptional accuracy rate of 97.21%. The practical implications of our research extend far beyond the boundaries of the laboratory. The implementation of precision agricultural techniques is crucial for the promotion of sustainable rice cultivation and the maintenance of food security in an era characterized by significant global transformations.","","979-8-3315-0460-1","10.1109/ICFCR64128.2024.10762964","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10762964","Rice Disease Detection;Image Processing;Rice Blast;Rice Blight;Rice Hispa;Rice Stem Rot;Agriculture Analysis","Smart agriculture;Renewable energy sources;Accuracy;Shape;Crops;Food security;Training data;Diseases;Farming;Resilience","","","","16","IEEE","28 Nov 2024","","","IEEE","IEEE Conferences"
"Smart Monitoring System for Optimization of Tea Plantation","W. P. S. W. Weerasinghe; M. D. K. M. Goonatilleke; W. V. C. Prasadi; S. Chandrasiri; K. D. M. I. Jayathilake; H. Mahaadikara","Faculty of Computing, Sri Lanka Institute of Information Technology, Sri Lanka; Faculty of Computing, Sri Lanka Institute of Information Technology, Sri Lanka; Faculty of Computing, Sri Lanka Institute of Information Technology, Sri Lanka; Faculty of Computing, Sri Lanka Institute of Information Technology, Sri Lanka; Faculty of Computing, Sri Lanka Institute of Information Technology, Sri Lanka; Faculty of Computing, Sri Lanka Institute of Information Technology, Sri Lanka","2023 International Conference on Innovative Computing, Intelligent Communication and Smart Electrical Systems (ICSES)","19 Mar 2024","2023","","","1","7","Sri Lanka is a global hub for tea production worldwide, and the tea industry has enormous economic and cultural significance to the country. However, the tea industry, though, is confronted with numerous challenges, including unpredictable weather conditions, improper fertilizer application, pest and disease outbreaks, and suboptimal cultivation practices. These challenges are leading to lower yield and more losses. With the increasing unpredictability of weather patterns, it is challenging to determine the precise fertilizer application schedule and dosage. In terms of pest and diseases, effect of the Shot-hole borer, Tea Blister Blight and Stem and Branch Canker are more destructive to the tea plant. Therefore, accurate weather prediction and the early detection of those infections are crucial tasks in tea cultivation. This study presents a smart monitoring system for Sri Lankan tea crop that combines IoT, image processing, audio processing, and DL technologies to address such problems. The Smart Monitoring System gives growers a full toolkit by providing real-time weather insights, fertilizer delivery depending on weather conditions, early insect detection, disease identification, and damage quantification. According to performance evaluations, the proposed method's accuracy results for weather prediction, fertilizer application and identifications of disease, pest, deficiency, and degree of diseased conditions are in the range of 80-100%.","","979-8-3503-1920-0","10.1109/ICSES60034.2023.10465301","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10465301","Tea Cultivation;IOT;Image Processing;Audio Processing;Deep Learning;Weather Prediction;Fertilizer application;Pest Detection;Disease Identification","Performance evaluation;Schedules;Weather forecasting;Production;Real-time systems;Task analysis;Monitoring","","","","8","IEEE","19 Mar 2024","","","IEEE","IEEE Conferences"
"Smart Rooftop Farming Using ioT and Mobile Application in Brunei","N. A. N. B. H. Sadikin; R. K. Patchmuthu; W. S. Haji Suhaili","School of Computing and Informatics, Universiti Teknologi Brunei, Bandar Seri Begawan, Brunei; School of Computing and Informatics, Universiti Teknologi Brunei, Bandar Seri Begawan, Brunei; School of Computing and Informatics, Universiti Teknologi Brunei, Bandar Seri Begawan, Brunei",2023 IEEE International Conference on Artificial Intelligence in Engineering and Technology (IICAIET),"27 Oct 2023","2023","","","164","169","Climate Change is significantly a concern to the agriculture industry as its exposure and vulnerability have an adverse impact on the agricultural output. The development and growth of agricultural sectors will contribute to the Brunei Vision 2035 aim of achieving a dynamic and sustainable economy. However., because of the inability to adapt to climate change., growth has begun to slow down in recent years. Thus., cultivated crops are adversely impacted and destroyed during wet seasons. So., to prevent this issue., a small-scale project is devised to help save crops from heavy rains and increased temperatures. By applying this technological approach can automate the weather-controlling process to help small-scale farmers or individuals efficiently manage the farm., increase production capabilities., support a sustainable economy, and plan future tasks accordingly. An Internet of Things (IoT) research prototype was developed to simulate rooftop farming and automate weather monitoring and controlling. This includes implementing a web application where the data received from the wireless sensor is stored in the database.","","979-8-3503-0415-2","10.1109/IICAIET59451.2023.10291903","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10291903","Rooftop farming;Internet of Things;Smart Farming;Weather monitoring and controlling;Raindrop sensor;Anemometer;Temperature humidity and pressure Sensor","Wireless communication;Climate change;Wireless sensor networks;Rain;Crops;Prototypes;Internet of Things","","","","23","IEEE","27 Oct 2023","","","IEEE","IEEE Conferences"
"Spectral – Vegetative Indices fusion for Crop Yield Analysis","J. D. B. Sathvik; M. Mohanty; N. Sushma; P. Raghav; A. J; M. John","Dept of Computer Science Engineering, Amrita Vishwa Vidyapeetham, Bengaluru, India; Dept of Computer Science Engineering, Amrita Vishwa Vidyapeetham, Bengaluru, India; Dept of Computer Science Engineering, Amrita Vishwa Vidyapeetham, Bengaluru, India; Dept of Computer Science Engineering, Amrita Vishwa Vidyapeetham, Bengaluru, India; Dept of Computer Science Engineering, Amrita Vishwa Vidyapeetham, Bengaluru, India; Dept of Computer Science Engineering, Amrita Vishwa Vidyapeetham, Bengaluru, India",2024 15th International Conference on Computing Communication and Networking Technologies (ICCCNT),"4 Nov 2024","2024","","","1","7","The use of remote sensing in smart farming is gaining popularity around the world. Due to the rising global demand for r food grains, assessing yield before actual production is critical in developing policies and making decisions in the agricultural production system. In this project, the aim is to develop a deep learning model which will predict an individual farm’s crop yield using remotely sensed satellite images. The study focuses on crop yield estimation of wheat, corn and soybean in the chosen study area in KBS-LIER, Michigan, United States. Four vegetative spectral indices, including NDVI and SAVI, etc. were calculated from the seven spectral bands collected over 11 years. Model-I, trained on spectral bands data, achieves an accuracy of 94.3%, outperforming Model-II, which utilizes vegetative indices data and achieves and accuracy of 88.8%","2473-7674","979-8-3503-7024-9","10.1109/ICCCNT61001.2024.10723980","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10723980","Deep learning;ANN;Spectral Band;Vegetative index;NDVI;SAVI;EVI;GRNDVI","Earth;Deep learning;Accuracy;Artificial satellites;Predictive models;Data models;Satellite images;Crop yield;Remote sensing;Meteorology","","","","13","IEEE","4 Nov 2024","","","IEEE","IEEE Conferences"
