DOI,Title,Authors,Year,Abstract,Include,Reason,Data Source
10.1111/itor.13141,Using accounting dataset for agricultural sustainability assessment through a multi-criteria approach: an Italian case study,"A., Boggia, Antonio; F.F., Fagioli, Filippo Fiume; L., Paolotti, Luisa; F., Ruiz, Francisco; J.M., Cabello, J. M.; L., Rocchi, Lucia",2023,"Sustainability has become a key issue for agricultural systems. In this context, sustainability assessment implies considering different aspects of agricultural activities, including environmental, economic and social issues, and it is usually based on practice-based indicators. However, proposed methods and applications are still rare due to the difficulty to build a strong general framework and to find appropriate data. The present work develops a performance indicator framework using farm accounting data from the Italian Agricultural Accounting Information Network and proposes a multi-criteria approach based on the multiple reference point weak-strong composite indicators (MRP-WSCI) method to assess the degree of sustainability at the farm level. This method, widely applied to sustainability assessment, calculates the relative rankings including the weak and strong approaches to sustainability and facilitates an understanding of the different indices used, but it is still unused in the agricultural sector. The proposed evaluation framework shows that MRP-WSCI can handle a holistic set of indicators and rank the farms according to their level of sustainability, making it suitable for the agricultural farm sustainability assessment. Our results show that none of the farms in the case study sample can be classified as “good,” according to some of the indices produced, that is, the strong–strong and strong–weak index, while just two of them are good for the weak–weak index. Although the size of the sample used is small, the methodological approach proposed can be straightforwardly extended to larger samples. This methodology can provide information regarding the sustainability of farms to regional and/or national agricultural offices, agricultural extension workers, and farmers themselves, helping in understanding issues in specific dimensions. © 2023 Elsevier B.V., All rights reserved.",yes,"The abstract states the use of data from the Italian Agricultural Accounting Information Network (FADN), a national-level dataset for Italy.",Italian Agricultural Accounting Information Network;FADN
10.3390/land12061230,The Tuscany Integrated Supply Chain Projects 2014–2022: A New Path to Support the Agri-Food Industry,"F., Cisilino, Federica; A., Giampaolo, Antonio; F., Licciardo, Francesco; M., Orlando, Matteo; S., Tarangioli, Serena",2023,"The Integrated Supply Chain Projects (ISCP) are promoted under the framework of Rural Development Programs (RDPs). Considering the scarce literature on ISCP, the case of Tuscany, one of the Italian regions that has implemented ISCPs most aggressively, was analyzed. The aim of this work is to give evidence of the potential positive effects of ISCPs for the agricultural sector by considering the differences between ISCP beneficiaries (treated) and non-ISCP farms (non-treated). The materials used for the analysis are twofold: the Italian Rural Network database and the Italian Farm Accountancy Data Network (FADN) dataset. The analysis is based on a three-year period (2018–2020). The sample consists of 1693 farms, outliers excluded. The treated farms included in the FADN sample total 134. The variables used are both structural and economic. The statistical analysis carried out compares treated and non-treated farms using the Welch-t-test. The results show that some key variables are significant (area; labour; revenues and costs). In general, the treated farms are more likely to improve their production process through EU funding and through new investments. In conclusion, the ISCP could be a good opportunity to support the sector. This work suggests that beneficiaries could achieve higher economic performance, especially when carrying out diversified activities. © 2024 Elsevier B.V., All rights reserved.",yes,"The abstract mentions the use of two national-level Italian datasets (Italian Rural Network database and FADN), meeting all criteria.",Italian Rural Network database;Italian Farm Accountancy Data Network;FADN
10.3390/land12020301,The Farm’s Orientation towards Sustainability: An Assessment Using FADN Data in Italy,"C., Cardillo, Concetta; A., Di Fonzo, Antonella; C., Liberati, Claudio",2023,"The new Common Agricultural Policy (CAP) for the period 2023–2027 commits farmers towards achieving ambitious environmental objectives through farm organization and management. This European agricultural policy has adapted to the contemporary challenges faced by the new model of agricultural development. It aims to enhance the contribution of agriculture to the EU’s environmental and climate objectives while providing better targeted support to small-scale farmers to promote farms’ competitiveness. The main objective of this paper is to describe Italian farms and classify them into groups based on their main characteristics, as well as to analyze their performance and behavior in terms of sustainability and competitiveness. The novelty and innovativeness of this study are found in the data used; a 2020 dataset from the Italian Farm Accounting Data Network (FADN) was used. The quality of FADN data in farm sustainability assessment is widely acknowledge in the literature. To achieve the purpose of this study, a multivariate analysis, in particular, the Principal Components Analysis (PCA), and a Cluster Analysis (CA) were applied. These analyses helped us to obtain the factorial axes which then enabled us to identify economic information on farms, and a better interpretation of farmers’ aptitude to undertake environmentally friendly actions. As a result, eight groups of farms were identified, and their characteristics and performance were described at Italian district level. The results of the study reflect the influence of European interventions towards encouraging farmers to use more environmentally friendly agricultural practices. Under this perspective, the findings contribute to the current debate on green architecture pursued by the future European agricultural policy. © 2024 Elsevier B.V., All rights reserved.",yes,"The abstract explicitly states the use of the Italian Farm Accountancy Data Network (FADN), which is a national-level dataset for Italy.",Italian Farm Accounting Data Network;FADN
10.36253/rea-13209,The role of diversification in the revenue composition of Italian farms,"R., Henke, Roberto; O., Cimino, Orlando; F., Vanni, Francesco",2022,"The main aim of this paper is to analyse the evolution, patterns and models of revenue diversification in Italian agriculture in different contexts and for different typologies of farms. The analysis is based on the calculation of the inverse of Herfindahl index, by using different variables available in the Italian FADN database (years 2008, 2013 and 2018), followed by a multiple regression model to analyse the relationship between the diversification index and other variables, in order to highlight both the internal and external factors affecting on-farm diversification processes. The article shows that Italian farms have increasingly adopted non-agricultural revenue diversification strategies to reduce risk and maximize factors’ productivity. Among these, agritourism is by far the most relevant; however, in the last few years the production of renewable energy has been growing relatively rapidly. Overall, the study shows that on-farm diversification activities can be either an opportunity for a new entrepreneurship in agriculture or a survival strategy for small and marginal farms that are not sufficiently integrated in the national agri-food system. © 2023 Elsevier B.V., All rights reserved.",yes,"The abstract explicitly mentions the use of the Italian FADN database, which is an agricultural dataset with national coverage for Italy.",Italian FADN
10.1504/IJSAMI.2022.123047,The new Italian web database to support irrigation investment policies: DANIA,"M., Ferrigno, Marianna; R., Lorenzetti, Romina; L.A., Folino, Luca Adolfo; R., Zucaro, Raffaella",2022,"This paper presents the Italian national database of investment for irrigation and environment (DANIA), providing a multi-functional and interoperable tool for Italian policy makers and water resource management actors. DANIA was born in collaboration with the Italian regions and consists of a harmonised collection of collective irrigation interventions, both planned and financed, managed by irrigation entities, for the purposes of irrigation or hydrogeological instability defence. The technical, financial, and environmental data are useful for planning, monitoring financial progress, and evaluating policy effectiveness. Standardised codes allow a semantic interoperability with other national databases, particularly with SIGRIAN - the National Information System for Water Management in Agriculture. DANIA has already been applied to support the planning and monitoring of irrigation investments in Italy. © 2022 Elsevier B.V., All rights reserved.",yes,"The paper introduces DANIA, an Italian national database for irrigation, which is an agricultural data source with exclusively Italian coverage. It also mentions SIGRIAN.",DANIA; SIGRIAN
10.1186/s12711-021-00685-4,Runs of homozygosity in the Italian goat breeds: impact of management practices in low-input systems,"M., Cortellari, Matteo; A., Bionda, Arianna; A., Negro, Alessio; S., Frattini, Stefano; S., Mastrangelo, Salvatore; E., Somenzi, Elisa; E., Lasagna, Emiliano; F.M., Sarti, Francesca Maria; E., Ciani, Elena; R., Ciampolini, Roberta",2021,"Background: Climate and farming systems, several of which are considered as low-input agricultural systems, vary between goat populations from Northern and Southern Italy and have led to different management practices. These processes have impacted genome shaping in terms of inbreeding and regions under selection and resulted in differences between the northern and southern populations. Both inbreeding and signatures of selection can be pinpointed by the analysis of runs of homozygosity (ROH), which provides useful information to assist the management of this species in different rural areas. Results: We analyzed the ROH distribution and inbreeding (F<inf>ROH</inf>) in 902 goats from the Italian Goat Consortium2 dataset. We evaluated the differences in individual ROH number and length between goat breeds from Northern (NRD) and Central-southern (CSD) Italy. Then, we identified the signatures of selection that differentiate these two groups using three methods: ROH, ΔROH, and averaged F<inf>ST</inf>. ROH analyses showed that some Italian goat breeds have a lower inbreeding coefficient, which is attributable to their management and history. ROH are longer in breeds that are undergoing non-optimal management or with small population size. In several small breeds, the ROH length classes are balanced, reflecting more accurate mating planning. The differences in climate and management between the NRD and CSD groups have resulted in different ROH lengths and numbers: the NRD populations bred in isolated valleys present more and shorter ROH segments, while the CSD populations have fewer and longer ROH, which is likely due to the fact that they have undergone more admixture events during the horizontal transhumance practice followed by a more recent standardization. We identified four genes within signatures of selection on chromosome 11 related to fertility in the NRD group, and 23 genes on chromosomes 5 and 6 related to growth in the CSD group. Finally, we identified 17 genes on chromosome 12 related to environmental adaptation and body size with high homozygosity in both groups. Conclusions: These results show how different management practices have impacted the level of genomic inbreeding in two Italian goat groups and could be useful to assist management in a low-input system while safeguarding the diversity of small populations. © 2021 Elsevier B.V., All rights reserved.",yes,"The abstract clearly states the use of the 'Italian Goat Consortium2 dataset', which is an agricultural dataset with national coverage for Italy.",Italian Goat Consortium2 dataset
10.1051/e3sconf/202123807002,Waste food reduction as a way to reduce resources and energy consumption in the Italian industrial sector: An IO-LCA analysis,"P., Bartocci, Pietro; Q., Yang, Qing; H., Zhou, Hewen; B., Chen, Bin; F., Fantozzi, Francesco",2021,"Food production involves both agricultural and industrial activities which consume several resources among which: water, energy, land, minerals and chemicals. The efficiency in the use of the resources depends on the type of food which is produced and the adopted processes. In any case if food is discarded or lost at any step of the supply chain this represents a waste of energy and resources. For this reason, the LIFE project irexfo, coordinated by the University of Perugia has proposed a way to promote a business model aiming at both: the reduction of food losses and also the reuse of the not comestible food waste in biogas plants. The model has been tested in Umbria as a pilot region and in this study the results obtained are scaled up to a national level and applied to the Italian IO database reported in the EXIOBASE, to evaluate which could be the benefits of the application of the irexfo business model to the whole Italian agroindustry sector and also the interrelations between this sector and the Italian energy sector. The analysis is performed using SimaPro software 9.0, results are compared with those of similar studies which have been performed at European level. This is the first study of this kind focused on Italy. © 2021 Elsevier B.V., All rights reserved.",yes,"The study uses the Italian IO database from EXIOBASE to analyze the Italian agroindustry sector, meeting the criteria for agricultural focus and national coverage.",EXIOBASE
10.3390/d13020070,The analysis of italian plant agrobiodiversity databases reveals that hilly and sub-mountain areas are hotspots of herbaceous landraces,"L., Giupponi, Luca; D., Pedrali, Davide; V., Leoni, Valeria; A., Rodari, Alessia; A., Giorgi, A.",2021,"Landraces are an agri-food and historical-cultural heritage but are undergoing losses worldwide. Italy is taking action to counteract this problem by following European guidelines. One of the most important measures is the Agrobiodiversity National Register (ANR), but 12 Italian regions currently appear without any landraces and around 80% of the landraces listed are trees, with less detailed data on herbaceous species. The aim of this study is to investigate the situation for Italian herbaceous landraces preserved on farms (in situ) by merging and analyzing data contained in the main databases on plant agrobiodiversity in Italy. Data were georeferenced, organized by botanic families and Italian regions, and analyzed by GIS and R. A total of 1615 herbaceous landraces were found (versus the 416 recorded in the ANR). Poaceae, Fabaceae, and Solanaceae together comprise 70% of all herbaceous landraces and are mostly preserved/grown in areas between 150 and 800 m a.s.l. Some hilly and sub-mountain areas of the Apennines and the Alps are hotspots of herbaceous landraces due to anthropic and environmental factors. The results of this research will be useful to enrich the ANR and trigger actions of characterization, conservation, and promotion of these plant resources. © 2021 Elsevier B.V., All rights reserved.",yes,"The abstract describes merging and analyzing data from 'main databases on plant agrobiodiversity in Italy', including the 'Agrobiodiversity National Register (ANR)', which are agricultural data sources with national coverage.",Agrobiodiversity National Register
10.1016/j.jrurstud.2021.01.009,Analysing the efficiency of diversified farms: Evidences from Italian FADN data,"M.B., Forleo, Maria Bonaventura; V., Giaccio, Vincenzo; L., Mastronardi, Luigi; L., Romagnoli, Luca",2021,"Based on data drawn from the national section of the EU Farm Accountancy Data Network (FADN) database, the study investigates the efficiency of a panel sample of Italian farms practising other gainful activities. An output-oriented Data Envelopment Analysis is performed for each year from 2012 to 2017. A second step of analysis is carried out by using the Malmquist Index in order to analyse inter-temporal productivity changes and to decompose its variation into three components, that is, the variations in pure technical efficiency, the variation in scale efficiency and the technological progress for every two years. Results show there is much room for improving the performances of diversified farms, even when considering the variability observed among farms in terms of efficiency scores and across the investigated period. Some variables at contextual and farm levels – farm's location and size– relate to the efficiency performances of diversified Italian farms. Over the investigated period of time, the technological change supports farms' performances and contrasts some situations of low managerial efficiency. © 2021 Elsevier B.V., All rights reserved.",yes,The abstract explicitly states the use of data from the 'national section of the EU Farm Accountancy Data Network (FADN) database' for analyzing Italian farms.,FADN
10.3280/ecag2021oa12771,Enhancing the Italian fadn for sustainability assessment: The state of art and perspectives,"L., Turchetti, Luca; N., Gastaldin, Nadia; S., Marongiu, Sonia",2021,"Farm Accountancy Data Network (FADN) is one of the most important microeconomic surveys in Europe. It collects information suitable for use in performing structural and socioeconomic analysis of the agricultural sector in all the Member States. Contents and purposes have evolved over the time depending on the informative needs of the EU Commission and CAP's priorities. As a part of the Green Deal, CAP is expected to contribute to the environment, climate change and biodiversity objectives beyond 2020. In this new framework, one initiative launched inside the Farm to Fork Strategy has been the change of name from FADN to Farm Sustainability Data Network (FSDN) including variables related to the environmental and social aspects of farming. Like in other EU countries, the information collected by the Italian FADN exceeds that required by the EU regulations, allowing to some extent consideration of special characteristics of national agriculture. However, further variables could be added or changed, gathering them directly from the farmer, by including the existing database or through targeted questionnaires on FADN sub-samples. The new survey will maintain and improve the current role of FADN, reinforcing the analytical and political relevance of the network by adding further dimensions of sustainability. The discussion is on-going at EU and National level and this paper is a contribution to this debate. It gives a description of the environmental and social data gathered by the Italian FADN together with a consideration regarding about the opportunity and the possibility to enhance the system in view of the future period under evaluation. The switch to FSDN will require an effort from the Member States in terms of IT infrastructure, economic resources, new ways of collecting data and staff involved in data collection and the verification process. © 2025 Elsevier B.V., All rights reserved.",yes,"The paper discusses and describes the data gathered by the Italian FADN, an agricultural database with national coverage.",Italian FADN
10.3390/su13095148,Using fadn data to estimate co2 abatement costs from Italian arable crops,"G.M., Bazzani, Guido Maria; G., Vitali, Giuliano; C., Cardillo, Concetta; M., Canavari, Maurizio",2021,"The assessment of economic and environmental sustainability of agricultural systems represents a critical issue, which has been addressed in this work with a multi-objective programming model to explore the abatement costs (AC) of CO<inf>2</inf> for a set of representative contexts of Italian arable land agriculture. The study was based on the FADN-compliant Italian database RICA and estimates the abatement costs of CO<inf>2</inf> emissions in a short time horizon, using linear multi-objective programming and compromise programming. RICA data were used to quantify technical parameters of the model, adopting an innovative concept of a cropping scheme to simulate land-use adaptation. The study shows a quite diversified situation regarding income and emission levels per hectare across the Italian region and farm classes. A reduction of CO<inf>2</inf> emissions higher than 5 kg/ha at an AC lower than 1 EUR/kg is affordable only in seven regions, among which Abruzzo, Lombardy, and Puglia show the highest potential. Comparing the estimated abatement costs for CO<inf>2</inf> emissions with the corresponding European Trade System prices highlights a difference of 1 order of magnitude, proving that emission reductions for Italian arable crops still require research and innovation to lower adaptation costs. © 2021 Elsevier B.V., All rights reserved.",yes,"The abstract states the study is based on the 'FADN-compliant Italian database RICA' to analyze Italian arable crops, meeting all inclusion criteria.",RICA
10.1017/S0022029920000187,Bulk tank milk quality data is unlikely to give useful information about dairy cow welfare at herd level,"J., Ginestreti, Jessica; R.M., Strano, Rosa Maria; V., Lorenzi, Valentina; F., Fusi, Francesca; A., Angelucci, Alessandra; G., Ferrara, Giandomenico; G., Galletti, Giorgio; S., Bergagna, Stefania; G., Bolzoni, Giuseppe; G., Zanardi, Giorgio",2020,"This research communication explores the value of routinely collected bulk tank milk quality data for estimating dairy cattle welfare at herd level. Selected bulk tank milk quality parameters (somatic cell count, total bacterial count, urea, protein and fat contents) recorded during the years 2014-2016 in 287 Italian dairy farms were compared with the animal welfare data of each farm. The welfare assessment data were extracted from the database of the Italian Reference Centre for Animal Welfare (CReNBA), which includes the outputs of the application of the CReNBA welfare assessment protocol for dairy cows, used at national level for on-farm controls. The statistical analysis was carried out using the correlation coefficient for Kendall's Tau ranks, in order to investigate the presence of a categoric relationship between the selected bulk tank milk quality parameters and the overall animal welfare score or the scores of the single areas A (farm management and staff training), B (housing) and C (animal-based measures). Somatic cell count, total bacterial count, urea and proteins demonstrated only a few statistically significant and very weak correlations with farm animal welfare data, while no significant correlations were obtained for milk fat content. Given the weak correlations found, the selected bulk tank milk parameters seems to be able to provide only limited information about the welfare level of the herd, thus it could be difficult to use them for drawing up a pre-screening model for identifying herds at risk of poor welfare. © 2020 Elsevier B.V., All rights reserved.",yes,The abstract mentions extracting data from the 'database of the Italian Reference Centre for Animal Welfare (CReNBA)' for a study on Italian dairy farms.,CReNBA
10.1016/j.envpol.2019.113388,"Heavy metal bioaccumulation in honey bee matrix, an indicator to assess the contamination level in terrestrial environments","E., Goretti, Enzo; M., Pallottini, Matteo; R., Rossi, Riccardo; G.L., La Porta, Gianandrea L.; T., Gardi, Tiziano; B.T., Cenci-Goga, Beniamino T.; A.C., Elia, Antonia Concetta; M., Galletti, Mara; B., Moroni, Beatrice; C., Petroselli, Chiara",2020,"The most significant risk factor for organisms living in an environment contaminated by heavy metals is the metal bioavailability. Therefore, an efficient ecotoxicological approach to metal contamination is the measure of bioaccumulation level in target organisms. In this work, we characterized the heavy metal bioaccumulation in honey bees, Apis mellifera ligustica, collected at 35 sites from Umbria (Central Italy). The comparison of our data with selected Italian investigations revealed metal bioaccumulation in honey bee matrix of the same order of magnitude, with Cd showing a higher variability. To generalize the results, we developed a Honeybee Contamination Index (HCI) based on metal bioaccumulation in honey bees. An application of the HCI to the present dataset revealed cases of low (sixteen sites), intermediate (eighteen sites), and high (one site) metal contaminations. The comparison of HCI values from the Umbrian dataset with values calculated for other Italian and European metadata showed that most of the Umbrian sites fell in the portion of low and intermediate contamination conditions. HCI represented a reliable tool that provided a piece of concise information on metal contamination in terrestrial environments. Parallel to this effort, we have determined, the metal concentrations in the airborne particulate matter (PM<inf>10</inf>) at three regional background-monitoring stations in Umbria. These stations are representative of the average air quality of the areas of the investigated apiaries. A comparative analysis of metal enrichment factors in PM<inf>10</inf>, and honey bees suggested that the contamination in the bees was related to the PM<inf>10</inf> values only to a minor extent. On the other side, a clear enrichment of metals such as Cd, Mn, Zn, and Cu in the honey bees appeared to depend on very local conditions and was probably related to the use of pesticides and fertilizers, and the resuspension of the locally contaminated soils and agriculture residues. © 2020 Elsevier B.V., All rights reserved.",no,"The study compares its Italian dataset with other Italian and European metadata, which violates the inclusion criterion of having exclusively Italian coverage.",
10.1016/j.jsr.2018.09.015,"Tractor rollover fatalities, analyzing accident scenario","V., Rondelli, Valda; C., Casazza, Camilla; R., Martelli, Roberta",2018,"Introduction: In many countries, traditional data sources for collecting injuries of workers covered by compulsory accident insurance have recently been integrated by new observatories whose results may differ. A comparative analysis of the Italian data collection systems related to fatal tractor accidents in agriculture was performed focusing on tractor rollover fatalities with the aim of analyzing the accident scenario. Method: Data from the Operational Archives of the Italian Workers Compensation Authority (INAIL), which collects injuries of workers covered by compulsory accident insurance and those of the National Surveillance System (INAIL_ASL), which provides narrative text reports of work-related fatal accidents have been analyzed and compared to the information collected by the INAIL Observatory. The INAL Observatory was recently set up to complement the collection of fatal accidents involving agricultural machinery. Italian data were then compared to data available at an international level. Fatal tractor accidents vary considerably with respect to fatal accidents in agriculture, being 10.6 and 43.7% for the Operational Archives and Surveillance System, respectively. National Surveillance System records, implemented with narrative texts allowed the accident scenario to be defined. Results: 71.7% of fatal tractor-related accidents refer to non-ROPS equipped vehicles and of these, 26.5% involved machines originally mounted with a ROPS that had been removed or was inoperative in the folded-down position during the rollover event. Just one fatal event from a collapsed ROPS on the overturned tractor was recorded. It is interesting that 16.6% of fatal accidents involved a clear environmental factor. Practical application: A campaign to train tractor drivers on the correct use of the combination ROPS and seatbelt can contribute to decreasing rollover events with fatal outcomes. Contemporarily a strict requirement to install ROPS and a seatbelt on tractors, combined to an official inspection at the farm level, can increase the chance of survival in a rollover accident. © 2018 Elsevier B.V., All rights reserved.",yes,"The paper analyzes and compares multiple Italian data sources related to agricultural accidents: the Operational Archives of INAIL, the National Surveillance System (INAIL_ASL), and the INAIL Observatory.",Operational Archives of the Italian Workers Compensation Authority (INAIL); National Surveillance System (INAIL_ASL); INAIL Observatory
10.3390/su10082938,Do rural policies impact on tourism development in Italy? A case study of agritourism,"V., Giaccio, Vincenzo; L., Mastronardi, Luigi; D., Marino, Davide; A., Giannelli, Agostino; A., Scardera, Alfonso",2018,"This paper investigates how and to what extent European and national policies have financed Italian agritourism. It analyses financial support derived from the Common Agricultural Policy (CAP) (First and Second Pillar) and national and local subsidies. For this purpose, the authors have proposed a comparative analysis between Italian agritourism and farms without tourism activities, by stressing the distribution of public financial supports concerning the 2007-2013 programming period of the European Union (EU) for Rural Development. The empirical analysis is based on the Italian Farm Accountancy Data Network (FADN) dataset. The data were stratified by altimetry zone and farm size. Descriptive statistics and the Analysis of Variance (ANOVA) for each group were used. The main results show how the Second Pillar has mainly supported small and medium-sized farms with tourism activities and located in disadvantaged areas. This study could be useful to policymakers regarding the evaluation of the mission for diversification in agriculture, represented here by the carrying out of tourist activities on farms and the contribution for the retention of small-scale farms in marginal areas. © 2021 Elsevier B.V., All rights reserved.",yes,"The abstract clearly states that the analysis is based on the 'Italian Farm Accountancy Data Network (FADN) dataset', which meets all inclusion criteria.",Italian Farm Accountancy Data Network (FADN)
10.13128/bae-7673,The income effect of CAP subsidies: Implications of distributional leakages for transfer efficiency in Italy,"S., Ciliberti, Stefano; A., Frascarelli, Angelo",2018,"Enhancing farm income level is one of the main purpose of the Common Agricultural Policy (CAP). The ability to reach such a goal can be measured in terms of transfer efficiency, that is affected by the presence of distributive leakages through the agro-food system. The present work aims to shed light on the income distributional effects of the main forms of CAP subsidies in Italy over the period 2008–2014: single payment scheme, coupled payment and second pillar aids. To this aim, an Arel-lano–Bond linear dynamic panel-data estimation (based on a database provided by the Italian FADN) is performed. Results show that all the main types of CAP support have a significant income effect, even though some relevant differences occur between decoupled and coupled components of direct payments received by Italian farmers as a consequence of distributional leakages. © 2020 Elsevier B.V., All rights reserved.",yes,The abstract specifies that the analysis is performed on a 'database provided by the Italian FADN' to study CAP subsidies in Italy.,Italian FADN
10.1016/j.fcr.2017.02.013,Simulation of climate change impacts on production and phenology of durum wheat in Mediterranean environments using CERES-Wheat model,"M., Dettori, Marco; C., Cesaraccio, Carla; P., Duce, Pierpaolo",2017,"The CERES-Wheat crop model was used to simulate grain yields, kernel weights and anthesis dates for three Italian durum wheat varieties (Creso, Duilio and Simeto) under climate change projections at two typical Mediterranean environments (Ussana and Benatzu sites) located in Southern Sardinia (Italy). The model was calibrated and validated in a previous modelling study using long-term weather data from the same experimental sites and agronomic data-sets of the same sites and varieties over the period 1973–2004. To assess the responses of durum wheat varieties to climate changes, 48 synthetic climates based on the combination of increasing temperature and decreasing rainfall were used to represent paths of possible future climate change. The simulated impacts of climate projections on durum wheat varieties at both sites were: grain yield reduction, slightly increasing kernel weight, and earlier anthesis dates. The late variety Creso showed a larger grain yield reduction compared to the early genotypes Duilio and Simeto. Anticipation of time to flowering was larger at Ussana (medium-low fertility soil) than at Benatzu (high fertility soil) with no differences between varieties. Earlier anthesis response was due to temperature increase rather than rainfall reduction, since in the CERES-Wheat model as well as in the majority of crop growth models water availability has no effect on crop development rate. Predictions for kernel weight were more uncertain with a slightly increasing trend in response to increasing temperatures and decreasing rainfall. The CERES-Wheat crop model seems to capture fairly well the greater resilience shown by early genotypes in Mediterranean rainfed conditions. In general, the CERES-Wheat model showed results in line with the findings from real experiments in different pedoclimatic conditions. For these reasons, CERES-Wheat appeared to be reliable when used to evaluate plant responses to projected climate change conditions and can represent a useful tool for developing adaptation strategies and measures such as the choice and selection of adapted genotypes to tackle the negative impact of climate change. © 2017 Elsevier B.V., All rights reserved.",yes,"The study uses long-term weather data and agronomic datasets from two experimental sites in Sardinia, Italy, to calibrate and validate a crop model. These are agricultural data sources with Italian coverage.",
10.13128/BAE-14625,A spatial analysis of terrain features and farming styles in a disadvantaged area of Tuscany (Mugello): Implications for the evaluation and the design of CAP payments,"L., Fastelli, Laura; C., Landi, Chiara; M., Rovai, Massimo; M., Andreoli, Maria",2017,"In recent times there has been a growing awareness of the role of agriculture in providing public goods and services, in particular in less favoured areas. However, since agriculture is an economic activity, its permanence implies that it should be able to generate a satisfactory income for farmers. Where this is not possible, due to natural constraints or adverse economic and market conditions, in order to maintain an adequate use of farmland it is necessary to provide public aid to farmers. In this framework, the design of proper interventions aimed to promote rural development in less favoured areas should be based on a deep knowledge at the farm and territorial level. As regards the territorial level, the RDP zoning [art. 11 Reg. Ce 1698/2005] developed by Member States on the base of the guidelines provided by the European Commission is very often not sufficient to adequately define the territorial characteristics of rural areas. The use of GIS techniques may help to handle this issue by providing a better and more detailed knowledge at the territorial level. Farm level is important insofar as aid effectiveness is usually strongly depending on the type of farm that is receiving it. Thus, a careful selection of beneficiaries could determine a more effective and efficient distribution of resources. This paper aims to provide a spatial analysis of natural constraints and types of farming style in Mugello area and to analyse their relations with CAP aid distribution. Both Single Payment Scheme (SPS) and Rural Development Programme (RDP) payments have been taken into account. The paper combines a GIS analysis of terrain features with the theoretical approach of farming styles. For this purpose, the study integrates several sources of data: the 2010 Italian Agriculture Census, the Tuscany Regional Agency for Payments in Agriculture (ARTEA) database, and land cover data from the database Corine Land Cover (CLC-06), as updated to 2007 by LAMMA (Laboratory for Environment Monitoring and Modelling). A geo-referenced database including socioeconomic attributes of farms, land use, and terrain characteristics has been generated in order to merge information at territorial and farm level. The results of this integrated analysis confirm that Mugello is a very heterogeneous area as regards terrain characteristics despite the fact that it is totally included in less favoured areas. On the other side, farm strategies and economic results seem to be related to entrepreneurial characteristics as much as to natural constraints. The analysis of Pillar I payments and RDP payments for farms located in this mountainous area shows a very complex situation where the strategies implemented by farmers of the strongest farming styles may successfully counteract natural constraints. Besides, in the Authors' opinion, the analyses performed highlight the importance of spatial analysis as a tool for evaluating how public resources are distributed on a territory, thus providing also useful information on the way this distribution could be improved, e.g. for ensuring a higher level of environmental services. © 2017 Elsevier B.V., All rights reserved.",no,"The study uses Corine Land Cover, which is a European-wide dataset, thus violating the inclusion criterion of exclusively Italian coverage.",
10.1071/CP15321,A phenological model of winter oilseed rape according to the BBCH scale,"U., Böttcher, Ulf; E., Rampin, Enrico; K., Hartmann, Karla; F., Zanetti, Federica; F., Flénet, Francis; M., Morison, Muriel; H., Kage, Henning",2016,"Implementation of the BBCH coding system for winter oilseed rape (OSR) phenology simulation can allow detailed description of crop ontogeny necessary for crop management and crop growth modelling. We developed such a BBCH model using an existing approach (Habekotté 1997). The new model describes winter OSR development by a combination of differential and conversion equations based on the structure of the BRASNAP-PH model (Habekotté 1997). Six phenological phases were reproduced daily according to the BBCH codes (00-89): emergence (00-09), leaf development (10-19), stem elongation (30-39), inflorescence emergence (50-59), flowering (60-69) and pod development-maturation period (70-89). The model takes into account temperature (including vernalisation) and photoperiod as the main environmental forces affecting crop phenology. The macro stages of leaf development and shooting were reproduced considering the rates of leaf appearance and internode extension. Model calibration and validation were performed using an extensive database of phenological observations collected from several experimental sites across France (n≤144), Germany (n≤839) and Italy (n≤577). The stability of the parameterisation was checked by a cross-calibration procedure. Applied to the independent datasets used for validation and cross-validation, the model was able to predict the whole-crop cycle with a root mean square error (RMSE) of 2.8 and 3.2 BBCH stages, respectively. Particularly accurate predictions of winter OSR development were obtained with the Italian datasets (RMSE: 2.1 and 2.3 BBCH stages for validation and cross-validation, respectively). Considering the phenological phases separately, emergence, leaf development, flowering and the pod development-maturation period were simulated with RMSE of 1.0, 2.4, 2.9 and 3.2 BBCH stages, respectively (validation datasets). Slightly higher uncertainty emerged in the prediction of stem elongation and inflorescence emergence phases (RMSE: 3.5 and 4.1 BBCH stages, validation datasets). The model reproduced winter OSR development with a sufficient degree of accuracy for a wide range of years, locations, sowing dates and genotypes, resulting in an efficient and widely applicable prediction tool with relevant practical purposes in the crop management scheduling. © 2017 Elsevier B.V., All rights reserved.",no,"The database used for the study includes data from France and Germany in addition to Italy, which violates the criterion of exclusively Italian coverage.",
