"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Modis EVI, NDVI, WDRVI, daily and composite: Looking for the best choice to estimate phenological parameters from deciduous forests","S. Testa; L. Boschetti; E. B. Mondino","Department of Agricultural, University of Turin, Grugliasco, TO; Department of Forest, University of Idaho, Moscow, ID, USA; Department of Agricultural, University of Turin, Grugliasco, TO",2015 IEEE International Geoscience and Remote Sensing Symposium (IGARSS),"12 Nov 2015","2015","","","4617","4620","Surveying forest phenology through time helps evaluating climate change effects on ecosystems; Vegetation Indices (VIs) time series (TS) from MODIS imagery are key instruments to this. The objective of this work was to find the best combination of VI and MODIS data to estimate starting of season (SOS) dates on broad-leaved, temperate forests. We generated TS of EVI and NDVI and four WDRVI implementations using daily reflectances from MOD09GQ/MOD09GA products and 16-day composite VIs from the MOD13Q1 dataset from 2001 through 2012. MODIS-based SOS estimations were compared with phenological ground observations from the 50 broad-leaved plots of the RENECOFOR French forest network. Results showed that the use of composite TS led to estimations as good as daily TS. EVI, NDVI and, sometimes, WDRVI0.20, were the best estimators of advanced SOS; moreover, SOS best matched ground observations respective to EOS in all comparisons.","2153-7003","978-1-4799-7929-5","10.1109/IGARSS.2015.7326857","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7326857","MODIS;phenology;daily vs. composite TS;acquisition dates;EVI — NDVI — WDRVI","MODIS;Vegetation mapping;Earth Observing System;Remote sensing;Climate change","","2","","20","IEEE","12 Nov 2015","","","IEEE","IEEE Conferences"
"A fuzzy rule-based system utilizing differential evolution with an application in vis-NIR soil spectroscopy","N. L. Tsakiridis; J. B. Theocharis; G. C. Zalidis","Department of Electrical and Computer Engineering, Aristotle University of Thessaloniki, Thessaloniki, Greece; Department of Electrical and Computer Engineering, Aristotle University of Thessaloniki, Thessaloniki, Greece; Faculty of Agriculture Aristotle, University of Thessaloniki, Thessaloniki, Greece",2017 IEEE International Conference on Fuzzy Systems (FUZZ-IEEE),"24 Aug 2017","2017","","","1","7","In this paper, we present DECO3RUM (Differential Evolution based Cooperative and Competing learning of Compact Rule-based Models), an evolutionary Mamdani Fuzzy Rule-based System for modeling problems. DECO3RUM follows the Genetic Cooperative Competitive Learning approach, and utilizes the Differential Evolution algorithm as its learning algorithm. A real world high dimensional dataset from the domain of soil science was considered to evaluate the ability of DECO3RUM to handle Big Data problems, where the number of features is significant. DECO3RUM was shown to statistically out-perform the most prevailing methodology used in soil spectroscopy, namely the Partial Least Squares Regression algorithm.","1558-4739","978-1-5090-6034-4","10.1109/FUZZ-IEEE.2017.8015563","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8015563","","Fuzzy sets;Biological cells;Pragmatics;Soil properties;Sociology;Statistics","","4","","25","IEEE","24 Aug 2017","","","IEEE","IEEE Conferences"
"MRI analysis for hippocampus segmentation on a distributed infrastructure","S. Tangaro; N. Amoroso; M. Antonacci; M. Boccardi; M. Bocchetta; A. Chincarini; D. Diacono; G. Donvito; R. Errico; G. B. Frisoni; T. Maggipinto; A. Monaco; F. Sensi; A. Tateo; R. Bellotti","Istituto Nazionale di Fisica Nucleare Sezione di Trieste, Trieste, Friuli-Venezia Giulia, IT; Istituto Nazionale di Fisica Nucleare Sezione di Trieste, Trieste, Friuli-Venezia Giulia, IT; Universita degli Studi di Bari Aldo Moro, Bari, Puglia, IT; LENITEM Laboratory of Epidemiology, Neuroimaging, and Telemedicine - IRCCS, Centro S. Giovanni di Dio - FBF, Brescia, Italy; LENITEM Laboratory of Epidemiology, Neuroimaging, and Telemedicine - IRCCS, Centro S. Giovanni di Dio - FBF, Brescia, Italy; Istituto Nazionale di Fisica Nucleare Sezione di Trieste, Trieste, Friuli-Venezia Giulia, IT; Istituto Nazionale di Fisica Nucleare Sezione di Trieste, Trieste, Friuli-Venezia Giulia, IT; Istituto Nazionale di Fisica Nucleare Sezione di Trieste, Trieste, Friuli-Venezia Giulia, IT; Universita degli Studi di Bari Aldo Moro, Bari, Puglia, IT; LENITEM Laboratory of Epidemiology, Neuroimaging, and Telemedicine - IRCCS, Centro S. Giovanni di Dio - FBF, Brescia, Italy; Istituto Nazionale di Fisica Nucleare Sezione di Trieste, Trieste, Friuli-Venezia Giulia, IT; Istituto Nazionale di Fisica Nucleare Sezione di Trieste, Trieste, Friuli-Venezia Giulia, IT; Istituto Nazionale di Fisica Nucleare Sezione di Trieste, Trieste, Friuli-Venezia Giulia, IT; Universita degli Studi di Bari Aldo Moro, Bari, Puglia, IT; Istituto Nazionale di Fisica Nucleare Sezione di Trieste, Trieste, Friuli-Venezia Giulia, IT",2016 IEEE International Symposium on Medical Measurements and Applications (MeMeA),"8 Aug 2016","2016","","","1","6","Medical image computing raises new challenges due to the scale and the complexity of the required analyses. Medical image databases are currently available to supply clinical diagnosis. For instance, it is possible to provide diagnostic information based on an imaging biomarker comparing a single case to the reference group (controls or patients with disease). At the same time many sophisticated and computationally intensive algorithms have been implemented to extract useful information from medical images. Many applications would take great advantage by using scientific workflow technology due to its design, rapid implementation and reuse. However this technology requires a distributed computing infrastructure (such as Grid or Cloud) to be executed efficiently. One of the most used workflow manager for medical image processing is the LONI pipeline (LP), a graphical workbench developed by the Laboratory of Neuro Imaging (http://pipeline.loni.usc.edu). In this article we present a general approach to submit and monitor workflows on distributed infrastructures using LONI Pipeline, including European Grid Infrastructure (EGI) and Torque-based batch farm. In this paper we implemented a complete segmentation pipeline in brain magnetic resonance imaging (MRI). It requires time-consuming and data-intensive processing and for which reducing the computing time is crucial to meet clinical practice constraints. The developed approach is based on web services and can be used for any medical imaging application.","","978-1-4673-9172-6","10.1109/MeMeA.2016.7533716","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7533716","MRI analysis;Hippocampus Segmentation;Workflows;Distribuited analysis;Loni Pipeline","Pipelines;Neuroimaging;Biomedical imaging;Web services;Magnetic resonance imaging;Protocols;Standards","","","","26","IEEE","8 Aug 2016","","","IEEE","IEEE Conferences"
"A Model for Simulation of Developmental Instars of Halyomorpha halys","C. Lazar; D. Popescu; L. Maistrello; E. Costi; L. Ichim; E. I. V. Georgescu","Genotyping and phenotyping dept, National Agricultural Research and Development Institute-Fundulea 1, N. Titulescu, Fundulea, Romania; Automatic Control and Industrial Informatics Department, University POLITEHNICA of Bucharest, Bucharest, Romania; Dipartimento di Scienze della Vita, Universita di Modena e Reggio Emilia Via G. Amendola 2, 42122, Reggio Emilia, Italy; Dipartimento di Scienze della Vita, Universita di Modena e Reggio Emilia Via G. Amendola 2, 42122, Reggio Emilia, Italy; Automatic Control and Industrial Informatics Department, University POLITEHNICA of Bucharest, Bucharest, Romania; Plant protection dept, National Agricultural Research and Development Institute - Fundulea 1, N. Titulescu, Fundulea, Romania",2023 IEEE International Workshop on Metrology for Agriculture and Forestry (MetroAgriFor),"12 Feb 2024","2023","","","461","465","This paper proposes a simple model for the development of the invasive brown marmorated stink bug (Halyomorpha halys). The quadratic equations for the duration of each instar under variable temperatures were obtained by regressions of datasets from an experiment under controlled conditions published by other authors. The thermal efficiency for the development of each temperature record from a data logger is given by the ratio of the minimal duration of the considered instar (duration under optimal temperature to fulfill a specific stage) and the duration of the same stage at a recorded temperature. The simulated stage is considered fulfilled when the sum of the products between record duration and its thermal efficiency is equal to the minimal duration of the considered stage. The model was tested with experimental data obtained from a life table study performed in cages under outdoor weather conditions in the Emilia Romagna region in 2015.","","979-8-3503-1272-0","10.1109/MetroAgriFor58484.2023.10424193","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10424193","Halyomorpha halys;insect development modeling;thermal efficiency;pest monitoring;orchard","Temperature sensors;Temperature measurement;Temperature distribution;Mathematical models;Temperature control;Monitoring;Meteorology","","1","","25","IEEE","12 Feb 2024","","","IEEE","IEEE Conferences"
"AI at the Edge: a Smart Gateway for Greenhouse Air Temperature Forecasting","G. Codeluppi; A. Cilfone; L. Davoli; G. Ferrari","Department of Engineering and Architecture, Internet of Things (IoT) Lab, University of Parma, Parma, Italy; Department of Engineering and Architecture, Internet of Things (IoT) Lab, University of Parma, Parma, Italy; Department of Engineering and Architecture, Internet of Things (IoT) Lab, University of Parma, Parma, Italy; Department of Engineering and Architecture, Internet of Things (IoT) Lab, University of Parma, Parma, Italy",2020 IEEE International Workshop on Metrology for Agriculture and Forestry (MetroAgriFor),"8 Dec 2020","2020","","","348","353","Controlling and forecasting environmental variables (e.g., air temperature) is usually a key and complex part in a greenhouse management architecture. Indeed, a greenhouse inner micro-climate, which is the result of an extensive set of inter-related environmental variables influenced by external weather conditions, has to be tightly monitored, regulated, and, some-times, forecast. Nowadays, Wireless Sensor Networks (WSNs) and Machine Learning (ML) are two of the most successful technologies to deal with this challenge. In this paper, we discuss how a Smart Gateway (GW), acting as a collector for sensor data coming from a WSN installed in a greenhouse, could be enriched with a Neural Network (NN)-based prediction model allowing to forecast a greenhouse's inner air temperature. In the case of missing sensor data coming from the WSN, the proposed prediction algorithm, fed with meteorological open data (gathered from the DarkSky repository), is run on the GW in order to predict the missing values. Despite the model is especially designed to be lightweight and executable by a device with constrained capabilities, it can be adopted either at Cloud or at GW level to forecast future air temperature's values, in order to support the management of a greenhouse. Experimental results show that the NN-based prediction algorithm can forecast greenhouse air temperature with a Root Mean Square Error (RMSE) of 1.50 °C, a Mean Absolute Percentage Error (MAPE) of 4.91%, and a R2 score of 0.965.","","978-1-7281-8783-9","10.1109/MetroAgriFor50201.2020.9277553","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9277553","Internet of Things;Smart Farming;Edge AI;DNN;Greenhouse Management;Wireless Sensor Network;WSN","Green products;Predictive models;Temperature sensors;Atmospheric modeling;Temperature measurement;Temperature distribution;Prediction algorithms","","25","","24","IEEE","8 Dec 2020","","","IEEE","IEEE Conferences"
"Preliminary spray nozzle characterization activities through shadowgraphy at the AgroForestry Innovation Lab (AFI-Lab)","L. Becce; S. Amin; G. Carabin; F. Mazzetto","Competence Center for Plant Health Free University of Bolzano-Bozen (UNIBZ), Bolzano, Italy; Faculty of Science and Technology (Fa.S.T.), Free University of Bolzano-Bozen (UNIBZ), Bolzano, Italy; Faculty of Science and Technology (Fa.S.T.), Free University of Bolzano-Bozen (UNIBZ), Bolzano, Italy; Faculty of Science and Technology (Fa.S.T.), Free University of Bolzano-Bozen (UNIBZ), Bolzano, Italy",2022 IEEE Workshop on Metrology for Agriculture and Forestry (MetroAgriFor),"7 Dec 2022","2022","","","136","140","The AgroForestry Innovations Lab (AFI-Lab) of the Free University of Bolzano-Bozen (unibz), in synergy with local farmers and machine builders, is launching a research thread investigating sprayer performance and drift mitigation strategies in the context of South Tyrol, Italy. Nozzle characterization via Particle/Droplet Image Analysis (PDIA) is a stepping stone in this direction; the present work involves the use of an Oxford Lasers N60 shadowgraph to (i) gather a database of nozzle characteristics for future reference, (ii) interface the shadowgraph itself to custom Matlab code through the use of both raw and post-processed particle data, (iii) develop a methodology to evaluate nozzle performance, with a flexible approach toward the validation of future nozzle behaviour models, (iv) gathering expertise for internationally-recognized certification activities of new nozzles, and finally to (v) support and provide input for in-development sprayer performance models, aimed at drift prediction in support of wind tunnel activities for real-scale machine performance evaluation. A set of three conventional hollow-cone nozzles and their anti-drift equivalents have been analysed at two operating pressures in different portions of the cone. The results of the data acquisitions have been parsed and stored by an automated algorithm in Matlab and used to develop the code for the visualization and comparison of the droplet distributions. The work is closed with some remarks and future perspectives enabled by the choice of this type of instrument, especially the characterization of cone geometry and droplet density across the cone aperture.","","978-1-6654-6998-2","10.1109/MetroAgriFor55389.2022.9965106","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9965106","spray drift;agricultural nozzles;shadowgraphy;particle/droplet image analysis;drop size distribution","Technological innovation;Analytical models;Codes;Wind tunnels;Predictive models;Metrology;Prediction algorithms","","6","","12","IEEE","7 Dec 2022","","","IEEE","IEEE Conferences"
"Check and calibration of spraying machinery in Lombardy: activity results from 1999","D. Facchinetti; L. Eleonora Galli; D. Pessina","Department of Agricultural and Environmental Sciences - Production, Landscape, Agroenergy University of Milan, Milan; Department of Agricultural and Environmental Sciences - Production, Landscape, Agroenergy University of Milan, Milan; Department of Agricultural and Environmental Sciences - Production, Landscape, Agroenergy University of Milan, Milan",2021 IEEE International Workshop on Metrology for Agriculture and Forestry (MetroAgriFor),"3 Dec 2021","2021","","","362","366","This paper deals with the results deriving from the elaboration of the reports on the data of the technical characteristics, the performance and the use conditions of the sprayers inspected by the accredited Centres in Lombardy, carried out from 1999 until 2020. With particular focus on the information drawn after the coming in force of the inspections mandatory (2016), the sprayers fleet highlighted first of all a difficult replacement of older machines. Furthermore, an other important point was the ascertainment of some components necessarily present on the machines subject to inspection (e.g. hand wash tank, safety valve on the filter, etc.). The old and worn condition of the fleet led also to the detection of a significant amount of malfunctions, mainly involving the filter system and the hydraulic circuit, considering the machine components, and the flow rate regulation and the distribution diagram conformity, under the performance point of view.","","978-1-6654-0533-1","10.1109/MetroAgriFor52389.2021.9628408","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9628408","health and safety;pesticide;tests;software;database","Conferences;Force;Spraying;Hydraulic systems;Forestry;Inspection;Metrology","","1","","13","IEEE","3 Dec 2021","","","IEEE","IEEE Conferences"
"Hyperspectral Image Change Detection Using Deep Learning And Band Expansion","S. A. Shammi; Q. Du","Department of Electrical and Computer Engineering, Mississippi State University, USA, tMS; Department of Electrical and Computer Engineering, Mississippi State University, USA, tMS",2022 12th Workshop on Hyperspectral Imaging and Signal Processing: Evolution in Remote Sensing (WHISPERS),"22 Nov 2022","2022","","","1","5","This paper proposes a band expansion technique to address the supervised change detection (CD) problem using hyperspectral images (HSI) and convolutional neural network (CNN). The objective of this work is to generate artificial bands derived from the multitemporal HSIs to enhance the discrimination of change classes. Two simple explicit nonlinear functions, i.e., multiplication and division, are used for band expansion. The following issues are addressed, including detecting and separating changes from the expanded bands combined with the original bands of bitemporal HSIs, comparing the proposed CD with the traditional CD from the original bands, and investigating efficiency of using different number of layers of the CNN model. This approach is tested on two Hyperion datasets. According to the results, the proposed approach using artificial bands can generate better CD performance compared to the traditional CD approach.","2158-6276","978-1-6654-7069-8","10.1109/WHISPERS56178.2022.9955132","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9955132","Change detection;deep learning;band expansion;hyperspectral image (HSI).","Deep learning;Conferences;Signal processing;Convolutional neural networks;Hyperspectral imaging","","1","","15","IEEE","22 Nov 2022","","","IEEE","IEEE Conferences"
"Populating Digital Orchards: Evaluation of a 3D Positioning Algorithm for Semi-Automated Data Collection and Spawning","A. Simini; M. Piani; G. Bortolotti; A. M. Sanchez; D. Mengoli; L. Manfrini","DISTAL department, University of Bologna, Bologna, Italy; DISTAL department, University of Bologna, Bologna, Italy; DISTAL department, University of Bologna, Bologna, Italy; IVIA - Instituto Valenciano de Investigaciones Agrarias, Valencia, Spain; DEI department G. Marconi, University of Bologna, Bologna, Italy; DISTAL department, University of Bologna, Bologna, Italy",2024 IEEE International Workshop on Metrology for Agriculture and Forestry (MetroAgriFor),"11 Apr 2025","2024","","","52","57","Precision Orchard Management tasks require high-grade precision representation of plants information to unleash the potential and the efficiency of involved operations. In order to improve this, especially when autonomous vehicles are involved, a 3D orchard reconstruction is particularly useful. This work aims to exploit RGBD images to estimate the local 3D position of fruits on a plant, with respect to the trunk position. Besides being a useful information to map plant production distribution, it can also be used to localize real objects in virtual environments, such as digital twins. The process can serve as a foundation of numerous monitoring activities, thinning procedures and autonomous harvesting tasks.","","979-8-3503-5544-4","10.1109/MetroAgriFor63043.2024.10948798","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10948798","On-line monitoring;computer vision;digital twins;precision orchard management;simulation environment","Three-dimensional displays;Conferences;Virtual environments;Production;Forestry;Metrology;Data collection;Digital twins;Monitoring;Image reconstruction","","","","12","IEEE","11 Apr 2025","","","IEEE","IEEE Conferences"
"Secure Cattle Stock Infrastructure for the Internet of Things using Blockchain","L. Leme; A. Medeiros; G. Srivastava; J. Crichigno; R. Filho","Department of Mathematics and Computer Science, Brandon University, Brandon, Canada; Department of Mathematics and Computer Science, Brandon University, Brandon, Canada; Department of Mathematics and Computer Science, Brandon University, Brandon, Canada; Integrated Information Technology, University of South Carolina, Columbia, U.S.A; Faculty of Computer Science, Mato Grosso do Sul State University, Dourados, Brazil",2020 43rd International Conference on Telecommunications and Signal Processing (TSP),"11 Aug 2020","2020","","","337","341","The current livestock industry in certain parts of the world still runs on archaic infrastructure. Using dated systems built on inefficient database structures are not ideal moving into the next millennial as the central point of failure. A lack of data sharing and data transfer also limits the methods by which cattle farmers can operate. In this paper, we examine the use of a novel infrastructure that is in line with the current push of many industries to move into the age of Internet of Things. We propose an efficient, secure, decentralized, and distributed system that can modernize the way the cattle industry runs in dominantly rural settings. Motivated by a use case in Brazil, we propose the use of cloud storage ad blockchain connectivity being used to monitor the overall health of livestock through their natural lives. We also describe a system that can easily transfer livestock from one organization to another through blockchain for ease of buying/selling procedures that are quite common for cattle framers.","","978-1-7281-6376-5","10.1109/TSP49548.2020.9163494","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9163494","Internet of things;IoT;security;Blockchain;RFID;farming;cloud storage;databases;livestock","Cows;Cloud computing;Agriculture;Radiofrequency identification","","11","","17","IEEE","11 Aug 2020","","","IEEE","IEEE Conferences"
"Deep Learning for Multi-task Plant Phenotyping","M. P. Pound; J. A. Atkinson; D. M. Wells; T. P. Pridmore; A. P. French","School of Computer Science, University of Nottingham, UK; School of Biosciences, University of Nottingham, UK; School of Biosciences, University of Nottingham, UK; School of Computer Science, University of Nottingham, UK; School of Biosciences, University of Nottingham, UK",2017 IEEE International Conference on Computer Vision Workshops (ICCVW),"22 Jan 2018","2017","","","2055","2063","Plant phenotyping has continued to pose a challenge to computer vision for many years. There is a particular demand to accurately quantify images of crops, and the natural variability and structure of these plants presents unique difficulties. Recently, machine learning approaches have shown impressive results in many areas of computer vision, but these rely on large datasets that are at present not available for crops. We present a new dataset, called ACID, that provides hundreds of accurately annotated images of wheat spikes and spikelets, along with image level class annotation. We then present a deep learning approach capable of accurately localising wheat spikes and spikelets, despite the varied nature of this dataset. As well as locating features, our network offers near perfect counting accuracy for spikes (95.91%) and spikelets (99.66%). We also extend the network to perform simultaneous classification of images, demonstrating the power of multi-task deep architectures for plant phenotyping. We hope that our dataset will be useful to researchers in continued improvement of plant and crop phenotyping. With this in mind, alongside the dataset we will make all code and trained models available online.","2473-9944","978-1-5386-1034-3","10.1109/ICCVW.2017.241","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8265451","","Agriculture;Ear;Machine learning;Training;Image resolution;Image segmentation;Computer vision","","95","","27","IEEE","22 Jan 2018","","","IEEE","IEEE Conferences"
"Analysis of energy balances three biogas stations in Czech Republic","L. Novosad; Z. Hradilek","Department of Electrical Power Engineering, VSB - Technical University of Ostrava, Ostrava-Poruba, Czech Republic; Department of Electrical Power Engineering, VSB - Technical University of Ostrava, Ostrava-Poruba, Czech Republic",2016 IEEE 16th International Conference on Environment and Electrical Engineering (EEEIC),"1 Sep 2016","2016","","","1","5","This paper focuses mainly on performance analysis for three biogas stations situated within the territory of the Czech Republic. This paper contains basic details of the individual biogas stations as well as description of their types. It also refers to the general description of the measurement gauge involved, with specifications of its potential use. The final part of this paper deals with the analysis of course data obtained, with special regard to voltage, current, active power and reactive power data.","","978-1-5090-2320-2","10.1109/EEEIC.2016.7555697","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7555697","biogas statio;power analysis;measurement database;black out;co-generation units","Power systems;Current measurement;Voltage measurement;Power measurement;Harmonic analysis;Fluctuations","","1","","4","IEEE","1 Sep 2016","","","IEEE","IEEE Conferences"
"Supply-demand of grain storage facilities in mato grosso state in Brazil","I. Daniel Rocha Eberhardt; L. Mikaelly Alves Teixeira; S. R. Granemann; A. P. Fonseca; P. W. Gonzales Taco; B. A. Furtado","Civil and Environmental Engineering Department Transportation Program - PPGT, University of Brasília - UnB, Brasília, Brazil; Civil and Environmental Engineering Department Transportation Program - PPGT, University of Brasília - UnB, Brasilia, DF, Brazil; Civil and Environmental Engineering Department Transportation Program - PPGT, University of Brasília - UnB, Brasília, Brazil; Civil and Environmental Engineering Department Transportation Program - PPGT, University of Brasília - UnB, Brasília, Brazil; Civil and Environmental Engineering Department Transportation Program - PPGT, University of Brasília - UnB, Brasilia, DF, BR; Institute for Applied Economic Research-IPEA, Brasília, Brazil","2017 IEEE International Conference on Service Operations and Logistics, and Informatics (SOLI)","30 Nov 2017","2017","","","58","62","Brazil is one of the major crops producer in the world, and second and third soybean and maize producer respectively. Among Brazilian States, Mato Grosso State represents near 23% of the national production in grains. Despite these numbers, there is no diagnosis of the static grain storage capacity at the municipal or state level. The aim of this paper is to evaluate the grain storage deficit in Mato Grosso State in Brazil using the supply-demand of facility capacity and production of major seasonal grain crops production by municipality in the 2014/2015 crop season. We apply a spatial computation by municipality and the computation by each storage unit capacity over the crop map of the State production. The results show that almost all municipalities of Mato Grosso State have deficit capacity in their grain storage facilities. The average deficit is 391,642 tons by municipality, and the total deficit in the State is greater than 35.2 million of tons. Sorriso and Rondonópolis were the worst and the best scenarios, respectively.","","978-1-5090-5847-1","10.1109/SOLI.2017.8120970","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8120970","Grain storage units;Storage coverage;Commodities logistics","Agriculture;Databases;Logistics;Companies;Graphical models;Distribution functions","","","","15","IEEE","30 Nov 2017","","","IEEE","IEEE Conferences"
"On the automatic detection and monitoring of Leaves and Grapes using in-field optical cameras","G. Blanco; F. Oldani; D. Salza; C. Rossi","LINKS Foundation, Turin, Italy; LINKS Foundation, Turin, Italy; LINKS Foundation, Turin, Italy; LINKS Foundation, Turin, Italy",2023 IEEE International Workshop on Metrology for Agriculture and Forestry (MetroAgriFor),"12 Feb 2024","2023","","","704","709","Automated image analysis techniques have revolutionized agricultural practices, offering valuable insights for crop management. In this paper, we present a novel approach for leaf and grape monitoring. It leverages a machine learning-based image segmentation algorithm and temporal indexes computed using vineyard infield images. We extend the scope of an existing dataset containing semantic segmentation masks of grapes, adding support to the leaf detection tasks. Specifically, we implement a data augmentation technique through which we programmatically add synthetic leaves to existing input images. Then, we train a segmentation algorithm using DaFormer with Domain Adaptation via Cross-domain Mixed Sampling (DACS) for accurate segmentation of both leaves and grapes. Additionally, we compute optical indexes designed for grapes and leaves analysis using the corresponding segmented images. We analyze the temporal evolution of these indexes to provide valuable insights into the growth and health status of leaves and grapes. The interpretation of such indexes could offer important information to winegrowers, enabling them to make better-informed decisions regarding crop management. To promote future work on this topic, we release the collected dataset, comprising the original images along with segmentation masks generated by our model.","","979-8-3503-1272-0","10.1109/MetroAgriFor58484.2023.10424071","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10424071","vineyard;image segmentation;machine learning;infield cameras;leaf detection;grape detection;domain adaptation","Image segmentation;Pipelines;Crops;Optical imaging;Indexes;Task analysis;Monitoring","","","","17","IEEE","12 Feb 2024","","","IEEE","IEEE Conferences"
"A Real-time Human Activity Recognition Method for Through-the-Wall Radar","C. Cheng; F. Ling; S. Guo; G. Cui; Q. Jian; C. Jia; Q. Ran","School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China",2020 IEEE Radar Conference (RadarConf20),"4 Dec 2020","2020","","","1","5","Human activity recognition (HAR) has long been a research hotspot in anti-terrorism, patient monitoring and other applications. Throughout the current research progress, the realtime recognition of unknown start and end time has not been well solved. In addition, the recognition accuracy of blocking human in the wall-through scene needs to be improved. To tackle this issue, this paper proposed a novel range profile sequence driven end-to-end model, which specifically employed random cropping training method. Then, we carried out experiments on actual Through-the-Wall Radar(TWR), finally achieved an average accuracy of 97.6% on four common activities, and the most significant is that our method can immediately output recognition results, without waiting for the end of activity.","2375-5318","978-1-7281-8942-0","10.1109/RadarConf2043947.2020.9266393","National Natural Science Foundation of China(grant numbers:61871080,61701088); 111 Project(grant numbers:B17008); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9266393","Human activity recognition;through-the-wall radar;long short time memory network;real-time","Training;Radar;Real-time systems;Feature extraction;Conferences;Activity recognition;Agriculture","","12","","15","IEEE","4 Dec 2020","","","IEEE","IEEE Conferences"
"A Deep Learning Model for Recognition of Pest Insects in Maize Plantations","W. S. R. Souza; A. N. Alves; D. L. Borges","Postgraduate Program in Mechatronic Systems, University of Brasília, DF, Brazil; Postgraduate Program in Mechatronic Systems, University of Brasília, DF, Brazil; Department of Computer Science, University of Brasília, DF, Brazil","2019 IEEE International Conference on Systems, Man and Cybernetics (SMC)","28 Nov 2019","2019","","","2285","2290","This work approaches recognition of insect pests in maize plantations. It presents a novel dataset of field-based images for primary and secondary insect pests, with original and augmented images to be used for supervised classification. It also proposes a modification on a residual deep learning model (Inception-V3), called Inception-V3* here, which provides faster learning and better accuracy than the original model. Tests are run for two experiments, primary pests and all (primary and secondary). Pre-trained weights from ImageNet are used via transfer learning and AlexNet and residual models (Inception-V3 and modified Inception-V3*) are evaluated. On average, using cross-validation, the proposed Inception-V3* model achieved the best accuracy rate of 97.0% for all insect pests classes.","2577-1655","978-1-7281-4569-3","10.1109/SMC.2019.8914428","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8914428","","Insects;Agriculture;Task analysis;Machine learning;Image recognition;Image color analysis;Computer architecture","","11","","21","IEEE","28 Nov 2019","","","IEEE","IEEE Conferences"
"Mass Estimation of Soft Fruit via Oscillatory Plant Dynamics","N. Wagner; G. Cielniak","Lincoln Centre for Autonomous Systems, University of Lincoln, Lincoln, United Kingdom; Lincoln Centre for Autonomous Systems, University of Lincoln, Lincoln, United Kingdom",2024 IEEE 20th International Conference on Automation Science and Engineering (CASE),"23 Oct 2024","2024","","","3278","3283","Yield forecasting is an essential task in modern agriculture, as it enables farmers and food economists to manage crop and its distribution precisely and effectively. Traditionally, most methods for yield forecasting are based on historical data and yield estimates from manually collected samples. More modern approaches often rely on computer vision-based fruit counting algorithms, which do not take individual crop weights into account.In this paper, we propose a novel, non-destructive method to estimate the mass of individual pieces of fruit by exploiting the dynamic properties of plants. By observing short-term oscillatory plant motion through RGB-D video data, we formulate an approach for mass estimation based on determining the parameters of a damped harmonic oscillator model.We test the proposed algorithm by collecting a dataset of around 300 video samples of strawberries on a real strawberry farm and apply our method. With a semi-automated toolchain, capable of inferring the key parameters from video data and calculating the mass of individual berries from those, we were able to estimate the mass of all berries in our dataset with a median error of 1.16g, outperforming a baseline utilising vision-based volume estimation to infer the mass. These insights hold valuable improvements for the development of yield forecasting systems and selective harvesters, which help to address the sustainability of food production and labour shortages.","2161-8089","979-8-3503-5851-3","10.1109/CASE59546.2024.10711606","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10711606","","Heuristic algorithms;Volume measurement;Dynamics;Crops;Production;Yield estimation;Forecasting;Sustainable development;Robots;Oscillators","","1","","25","IEEE","23 Oct 2024","","","IEEE","IEEE Conferences"
