"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Improvements in the Explicit Estimation of Pollutant Dispersion Coefficient in Rivers by Subset Selection of Maximum Dissimilarity Hybridized With ANFIS-Firefly Algorithm (FFA)","H. Riahi-Madvar; M. Dehghani; K. S. Parmar; N. Nabipour; S. Shamshirband","Department of Water Science and Engineering, Faculty of Agriculture, Vali-e-Asr University of Rafsanjan, Rafsanjan, Iran; Department of Civil Engineering, Faculty of Technical and Engineering, Vali-e-Asr University of Rafsanjan, Rafsanjan, Iran; Department of Mathematics, I. K. Gujral Punjab Technical University, Jalandhar-Kapurthala, India; Institute of Research and Development, Duy Tan University, Da Nang, Vietnam; Department for Management of Science and Technology Development, Ton Duc Thang University, Ho Chi Minh City, Vietnam",IEEE Access,"6 Apr 2020","2020","8","","60314","60337","In this paper, a new hybrid model is proposed using Subset Selection by Maximum Dissimilarity (SSMD) and adaptive neuro-fuzzy inference system (ANFIS) hybridized with the firefly algorithm (FFA) to predict the longitudinal dispersion coefficient ( $K_{x}$ ). The proposed framework (ANFIS-FFA), combines the specific structures and strengths of both ANFIS and FFA approaches. The FFA is used to derive the optimum ANFIS parameters. The  $K_{x}$  data set includes 503 cross-sectional data point from small to large rivers. For pre-processing of the data set, the SSMD method is used, which is superior to the classical trial and error method. The database covers a wide range of river width (0.2- 867m), and depths (0.034- 19.9 m). Fifteen different combinations of river width (B), depth (H), flow velocity (U) and shear velocity ( $\text{U}_{\ast }$ ) are implemented as inputs to create fifteen estimative models. The output of the ANFIS-FFA model is compared with the ANFIS and previously published equations to check the performance of the proposed model. The results show that the highest accuracy is attained by the M1 model, with all geometric and hydrodynamic parameters as input variables in comparison with ANFIS and previous equations. The  $\text{R}^{2}$  value, RMSE, MAE and NSE for ANFIS-FFA model are 0.67, 113.14  $\text{m}^{2}$ /s, 48  $\text{m}^{2}$ /s, and 0.63 for proposed dimensional model, and 0.35, 874.5, 520.8, and 0.1 in non-dimensional ANFIS-FFA model, respectively. These values were 0.37, 463.34  $\text{m}^{2}$ /s, 85.69  $\text{m}^{2}$ /s, and −5.19 for dimensional ANFIS model, and 0.11, 3269.88, 1932.09 and −11.54 for non-dimensional ANFIS model, respectively. Overall, hybridization caused 81%, 75%, 76% improvement in  $\text{R}^{2}$ , RMSE and MAE. In another contribution of the paper, by using the matrix form of developed ANFIS-FFA optimized parameters, a novel explicit calculation procedure for estimation of  $K_{x}$  is derived. Based on the results, the proposed ANFIS-FFA model exhibits significant improvements than the classical ANFIS and highlights that optimizing by nature-inspired optimization algorithms plays a critical role in strengthening the ANFIS estimations generality.","2169-3536","","10.1109/ACCESS.2020.2979927","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9031409","Longitudinal dispersion coefficient;ANFIS-FFA;maximum dissimilarity method;natural rivers;adaptive neuro-fuzzy inference system","Mathematical model;Rivers;Dispersion;Estimation;Training;Optimization;Hydraulic systems","","14","","96","CCBY","10 Mar 2020","","","IEEE","IEEE Journals"
"Detecting Olives with Synthetic or Real Data? Olive the Above","Y. Karabatis; X. Lin; N. J. Sanket; M. G. Lagoudakis; Y. Aloimonos","Perception and Robotics Group, University of Maryland Institute for Advanced Computer Studies, University of Maryland, College Park, MD, USA; Perception and Robotics Group, University of Maryland Institute for Advanced Computer Studies, University of Maryland, College Park, MD, USA; Perception and Autonomous Robotics Group, Robotics Engineering, Worcester Polytechnic Institute, MA, USA; School of ECE, Technical University of Crete, Greece; Perception and Robotics Group, University of Maryland Institute for Advanced Computer Studies, University of Maryland, College Park, MD, USA",2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"13 Dec 2023","2023","","","4242","4249","Modern robotics has enabled the advancement in yield estimation for precision agriculture. However, when applied to the olive industry, the high variation of olive colors and their similarity to the background leaf canopy presents a challenge. Labeling several thousands of very dense olive grove images for segmentation is a labor-intensive task. This paper presents a novel approach to detecting olives without the need to manually label data. In this work, we present the world's first olive detection dataset comprised of synthetic and real olive tree images. This is accomplished by generating an auto-labeled photorealistic 3D model of an olive tree. Its geometry is then simplified for lightweight rendering purposes. In addition, experiments are conducted with a mix of synthetically generated and real images, yielding an improvement of up to 66% compared to when only using a small sample of real data. When access to real, human-labeled data is limited, a combination of mostly synthetic data and a small amount of real data can enhance olive detection.","2153-0866","978-1-6654-9190-7","10.1109/IROS55552.2023.10341765","USDA(grant numbers:20206801231805); NIFA(grant numbers:20206801231805); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10341765","","Industries;Solid modeling;Three-dimensional displays;Service robots;Rendering (computer graphics);Yield estimation;Labeling","","2","","52","USGov","13 Dec 2023","","","IEEE","IEEE Conferences"
"(Real2Sim)−1: 3D Branch Point Cloud Completion for Robotic Pruning in Apple Orchards","T. Qiu; A. Zoubi; N. Spine; L. Cheng; Y. Jiang","School of Electrical and Computer Engineering, Cornell University, Ithaca, USA; Sibley School of Mechanical and Aerospace Engineering, Cornell University, Ithaca, USA; College of Arts&Sciences, Cornell University, Ithaca, USA; School of Integrative Plant Science, Cornell University, Ithaca, USA; School of Integrative Plant Science, Cornell University, Geneva, USA",2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"25 Dec 2024","2024","","","23","30","Robotic branch pruning, a rapidly growing field addressing labor shortages in agriculture, requires detailed perception of branch geometry and topology. However, point clouds obtained in agricultural settings often lack completeness, limiting pruning accuracy. This work addressed point cloud quality via a closed-loop approach, (Real2Sim)−1. Leveraging a Real-to-Simulation (Real2Sim) data generation pipeline, we generated simulated 3D apple trees based on realistically characterized apple tree information without manual parameterization. These 3D trees were used to train a simulation-based deep model that jointly performs point cloud completion and skeletonization on real-world partial branches, without extra real-world training. The Sim2Real qualitative results showed the model’s remarkable capability for geometry reconstruction and topology prediction. Additionally, we quantitatively evaluated the Sim2Real performance by comparing branch-level trait characterization errors using raw incomplete data and the best complete data. The Mean Absolute Error (MAE) reduced by 75% and 8% for branch diameter and branch angle estimation, respectively, which indicates the effectiveness of the Real2Sim data in a zero-shot generalization setting. The characterization improvements contributed to the precision and efficacy of robotic branch pruning.","2153-0866","979-8-3503-7770-5","10.1109/IROS58592.2024.10803058","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10803058","","Point cloud compression;Training;Geometry;Three-dimensional displays;Accuracy;Pipelines;Manuals;Data models;Topology;Robots","","3","","43","IEEE","25 Dec 2024","","","IEEE","IEEE Conferences"
"Accurate Scene Text Detection Via Scale-Aware Data Augmentation and Shape Similarity Constraint","P. Dai; Y. Li; H. Zhang; J. Li; X. Cao","State Key Laboratory of Information Security, Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; Algorithmics group at Delft University of Technology, Delft, The Netherlands; State Key Laboratory of Information Security, Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Information Security, Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Information Security, Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China",IEEE Transactions on Multimedia,"6 Apr 2022","2022","24","","1883","1895","Scene text detection has attracted increasing concerns with the rapid development of deep neural networks in recent years. However, existing scene text detectors may overfit on the public datasets due to the limited training data, or generate inaccurate localization for arbitrary-shape scene texts. This paper presents an arbitrary-shape scene text detection method that can achieve better generalization ability and more accurate localization. We first propose a Scale-Aware Data Augmentation (SADA) technique to increase the diversity of training samples. SADA considers the scale variations and local visual variations of scene texts, which can effectively relieve the dilemma of limited training data. At the same time, SADA can enrich the training minibatch, which contributes to accelerating the training process. Furthermore, a Shape Similarity Constraint (SSC) technique is exploited to model the global shape structure of arbitrary-shape scene texts and backgrounds from the perspective of the loss function. SSC encourages the segmentation of text or non-text in the candidate boxes to be similar to the corresponding ground truth, which is helpful to localize more accurate boundaries for arbitrary-shape scene texts. Extensive experiments have demonstrated the effectiveness of the proposed techniques, and state-of-the-art performances are achieved over public arbitrary-shape scene text benchmarks (e.g., CTW1500, Total-Text and ArT).","1941-0077","","10.1109/TMM.2021.3073575","National Key R and D Program of China(grant numbers:2020YFB1406704); National Natural Science Foundation of China(grant numbers:62025604,61733007,62072454,U1936208,U1736219); Chinese Academy of Sciences(grant numbers:QYZDB-SSW-JSC003); Beijing Natural Science Foundation(grant numbers:4202084); Peng Cheng Laboratory Project of Guangdong Province(grant numbers:PCL2018KP004); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9405411","Scene text detection;arbitrary shape;text part;global context;data augmentation;accurate localization","Training;Shape;Image segmentation;Agriculture;Proposals;Location awareness;Training data","","35","","64","IEEE","15 Apr 2021","","","IEEE","IEEE Journals"
"Semantic Representation Fusion-Based Network for Robust Land Cover Classification in Foggy Conditions","W. Shi; W. Qin; Z. Yun; C. Wu; Y. Yang; T. Zhao","School of Instrument Science and Engineering, Southeast University, Nanjing, China; School of Instrument Science and Engineering, Southeast University, Nanjing, China; School of Instrument Science and Engineering, Southeast University, Nanjing, China; School of Instrument Science and Engineering, Southeast University, Nanjing, China; School of Instrument Science and Engineering, Southeast University, Nanjing, China; Institute of Intelligent Manufacturing, Nanjing Tech University, Nanjing, China",IEEE Transactions on Geoscience and Remote Sensing,"8 Jun 2023","2023","61","","1","16","A precise and robust classification of land cover is crucial for land use estimation. A robust model that can provide rich semantic information is imperative for the challenging task of land cover classification (LCC) in foggy conditions. We propose semantic representation enhancement (SRE) and semantic representation aggregation (SRA) modules for the fusion of semantic representation. The dense depthwise separable atrous spatial pyramid pooling (DDS-ASPP) module in SRE possesses a large receptive field, which covers an extensive scale range. An enhanced asymmetric convolution module (EACM) in SRE focuses on features of various directions. DDS-ASPP and EACM generate the class-based and pixel-based representation, respectively. By means of SRA and dual representations, we model the relationship between global context and coarse class regions to capture long-range correlation. Moreover, evaluated on Potsdam, Vaihingen, and custom real-world datasets under fog, we demonstrate that our work is competitive with state-of-the-art models in terms of robustness. Code will be available at https://github.com/bowenroom/Robust-land-cover-classification.","1558-0644","","10.1109/TGRS.2023.3280158","Key Research and Development Program of Jiangsu Province(grant numbers:BE2019311); Jiangsu Modern Agricultural Industry Key Technology Innovation Project(grant numbers:CX(20)2013); National Key Research and Development Program of China(grant numbers:2020YFB160070301); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10136767","Attention mechanism;land cover classification (LCC);low light condition;robust deep learning;semantic segmentation","Robustness;Semantics;Semantic segmentation;Convolution;Feature extraction;Deep learning;Automobiles","","3","","38","IEEE","26 May 2023","","","IEEE","IEEE Journals"
"Seeing the Earth in the Cloud: Processing one petabyte of satellite imagery in one day","M. S. Warren; S. P. Brumby; S. W. Skillman; T. Kelton; B. Wohlberg; M. Mathis; R. Chartrand; R. Keisler; M. Johnson","Brendt Wohlberg Mark Mathis, Rick Chartrand, Ryan Keisler, Mark Johnson Descartes Labs, Los Alamos, NM; Brendt Wohlberg Mark Mathis, Rick Chartrand, Ryan Keisler, Mark Johnson Descartes Labs, Los Alamos, NM; Brendt Wohlberg Mark Mathis, Rick Chartrand, Ryan Keisler, Mark Johnson Descartes Labs, Los Alamos, NM; Brendt Wohlberg Mark Mathis, Rick Chartrand, Ryan Keisler, Mark Johnson Descartes Labs, Los Alamos, NM; Descartes Labs, 1350 Central Ave, Ste 204, Los Alamos, NM 87544, United States; Descartes Labs, 1350 Central Ave, Ste 204, Los Alamos, NM 87544, United States; Descartes Labs, 1350 Central Ave, Ste 204, Los Alamos, NM 87544, United States; Descartes Labs, 1350 Central Ave, Ste 204, Los Alamos, NM 87544, United States; Descartes Labs, 1350 Central Ave, Ste 204, Los Alamos, NM 87544, United States",2015 IEEE Applied Imagery Pattern Recognition Workshop (AIPR),"31 Mar 2016","2015","","","1","12","The proliferation of transistors has increased the performance of computing systems by over a factor of a million in the past 30 years, and is also dramatically increasing the amount of data in existence, driving improvements in sensor, communication and storage technology. Multi-decadal Earth and planetary remote sensing global datasets at the petabyte (8×1015 bits) scale are now available in commercial clouds (e.g., Google Earth Engine and Amazon NASA NEX), and new commercial satellite constellations are planning to generate petabytes of images per year, providing daily global coverage at a few meters per pixel. Cloud storage with adjacent high-bandwidth compute, combined with recent advances in machine learning for computer vision, is enabling understanding of the world at a scale and at a level of granularity never before feasible. We report here on a computation processing over a petabyte of compressed raw data from 2.8 quadrillion pixels (2.8 petapixels) acquired by the US Landsat and MODIS programs over the past 40 years. Using commodity cloud computing resources, we convert the imagery to a calibrated, georeferenced, multiresolution tiled format suited for machine-learning analysis. We believe ours is the first application to process, in less than a day, on generally available resources, over a petabyte of scientific image data. We report on work using this reprocessed dataset for experiments demonstrating country-scale food production monitoring, an indicator for famine early warning. We apply remote sensing science and machine learning algorithms to detect and classify agricultural crops and then estimate crop yields.","2332-5615","978-1-4673-9558-8","10.1109/AIPR.2015.7444536","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7444536","","Earth;Satellites;Cloud computing;Image coding;Production;Monitoring;MODIS","","16","","40","IEEE","31 Mar 2016","","","IEEE","IEEE Conferences"
"Temporal- and Viewpoint-Invariant Registration for Under-Canopy Footage using Deep-Learning-based Bird’s-Eye View Prediction","J. Zhou; R. Mascaro; C. Cadena; M. Chli; L. Teixeira","Vision for Robotics Lab, ETH Zurich and University of Cyprus; Vision for Robotics Lab, ETH Zurich and University of Cyprus; Robotic Systems Lab, ETH Zurich; Vision for Robotics Lab, ETH Zurich and University of Cyprus; Vision for Robotics Lab, ETH Zurich and University of Cyprus",2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"25 Dec 2024","2024","","","61","68","Conducting visual assessments under the canopy using mobile robots is an emerging task in smart farming and forestry. However, it is challenging to register images across different data-collection days, especially across seasons, due to the self-occluding geometry and temporal dynamics in forests and orchards. This paper proposes a new approach for registering under-canopy image sequences in general and in these situations. Our methodology leverages standard GPS data and deep-learning-based perspective to bird’s-eye view conversion to provide an initial estimation of the positions of the trees in images and their association across datasets. Furthermore, it introduces an innovative strategy for extracting tree trunks and clean ground surfaces from noisy and sparse 3D reconstructions created from the image sequences, utilizing these features to achieve precise alignment. Our robust alignment method effectively mitigates position and scale drift, which may arise from GPS inaccuracies and Sparse Structure from Motion (SfM) limitations. We evaluate our approach on three challenging real-world datasets, demonstrating that our method outperforms ICP-based methods on average by 50%, and surpasses FGR and TEASER++ by over 90% in alignment accuracy. These results highlight our method’s cost efficiency and robustness, even in the presence of severe outliers and sparsity. https://github.com/VIS4ROB-lab/bev_undercanopy_registration","2153-0866","979-8-3503-7770-5","10.1109/IROS58592.2024.10802707","European Research Council; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10802707","","Surface cleaning;Smart agriculture;Surface reconstruction;Accuracy;Structure from motion;Feature extraction;Robustness;Image sequences;Standards;Global Positioning System","","1","","33","IEEE","25 Dec 2024","","","IEEE","IEEE Conferences"
"Classification of Fresh Cocoa Beans with Pulp Based on Computer Vision","A. J. Oña Oña; F. Grijalva; K. Proaño; B. Acuña; M. García","Departamento de Electrónica, Telecomunicaciones y Redes de Información (DETRI), Escuela Politécnica Nacional, Quito, Ecuador; Departamento de Electrónica, Telecomunicaciones y Redes de Información (DETRI), Escuela Politécnica Nacional, Quito, Ecuador; Departamento de Electrónica, Telecomunicaciones y Redes de Información (DETRI), Escuela Politécnica Nacional, Quito, Ecuador; School of Electrical and Computer Engineering, University of Campinas (UNICAMP), Campinas, SP, Brasil; Facultad de Ciencias de la Ingenieŕıa FCI, Universidad Técnica Estatal de Quevedo UTEQ, Quevedo, Ecuador",2020 IEEE ANDESCON,"1 Dec 2020","2020","","","1","6","Precision farming is one of the most trending topics nowadays and computer vision techniques are increasingly gaining momentum on this subject. On the other hand, in the cocoa industry, particularly in small farms, farmers still perform the classification of fresh cocoa beans with pulp in a traditional way, i.e. through their senses. In this work, we explain a new approach for cocoa beans with pulp classification, in order to aid in the process of removing cocoa beans pulp to efficiently estimate the quality of these beans. Our approach used morphological operations, k-means clustering, a bag of visual words as a feature extractor, and finally a support vector machine classifier. We achieved an AUC of 97.757% and an accuracy of 97.57% with a low false-positive rate of 2.46%, which demonstrates the viability of using computer vision for this task. We used a real-world dataset of 247 fresh cocoa beans images, that we collected and labeled with experienced cocoa farmers.","","978-1-7281-9365-6","10.1109/ANDESCON50619.2020.9272188","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9272188","Computer vision;fresh cocoa beans;classification","Feature extraction;Support vector machines;Visualization;Kernel;Computer vision;Vocabulary;Training","","1","","23","IEEE","1 Dec 2020","","","IEEE","IEEE Conferences"
"Spatio-Temporal Deep Learning Approach to Map Deforestation in Amazon Rainforest","R. V. Maretto; L. M. G. Fonseca; N. Jacobs; T. S. Körting; H. N. Bendini; L. L. Parente","National Institute for Space Research (INPE), São José dos Campos, Brazil; National Institute for Space Research (INPE), São José dos Campos, Brazil; Department of Computer Science, University of Kentucky, Lexington, KY, USA; National Institute for Space Research (INPE), São José dos Campos, Brazil; National Institute for Space Research (INPE), São José dos Campos, Brazil; Department of Computer Science, LAPIG, Federal University of Goiás, Goiânia, Brazil",IEEE Geoscience and Remote Sensing Letters,"22 Apr 2021","2021","18","5","771","775","We address the task of mapping deforested areas in the Brazilian Amazon. Accurate maps are an important tool for informing effective deforestation containment policies. The main existing approaches to this task are largely manual, requiring significant effort by trained experts. To reduce this effort, we propose a fully automatic approach based on spatio-temporal deep convolutional neural networks. We introduce several domain-specific components, including approaches for: image preprocessing; handling image noise, such as clouds and shadow; and constructing the training data set. We show that our preprocessing protocol reduces the impact of noise in the training data set. Furthermore, we propose two spatio-temporal variations of the U-Net architecture, which make it possible to incorporate both spatial and temporal contexts. Using a large, real-world data set, we show that our method outperforms a traditional U-Net architecture, thus achieving approximately 95% accuracy.","1558-0571","","10.1109/LGRS.2020.2986407","“Development of systems to prevent forest fires and monitor vegetation cover in the Brazilian Cerrado”, with financial support of the Forest Investment Program (World Bank Project)(grant numbers:#P143185); National Science Foundation(grant numbers:IIS-1553116); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9080580","Convolutional neural networks (CNNs);deep learning (DL);deforestation;spatio-temporal analysis;U-Net","Task analysis;Forestry;Remote sensing;Training;Artificial satellites;Earth;Semantics","","51","","16","IEEE","28 Apr 2020","","","IEEE","IEEE Journals"
"Deep Learning Based Plant Disease Detection for Smart Agriculture","L. Ale; A. Sheta; L. Li; Y. Wang; N. Zhang","Texas A&M University-Corpus Christi, Corpus Christi, TX, USA; Computer Science Department, Southern Connecticut State University; Texas A&M University-Corpus Christi, Corpus Christi, TX, USA; Harbin Institute of Technology (Shenzhen), Shenzhen, China; Texas A&M University-Corpus Christi, Corpus Christi, TX, USA",2019 IEEE Globecom Workshops (GC Wkshps),"5 Mar 2020","2019","","","1","6","Deep learning is a promising approach for fine- grained disease severity classification for smart agriculture, as it avoids the labor-intensive feature engineering and segmentation-based threshold. In this work, we first propose a Densely Connected Convolutional Networks (DenseNet) based transfer learning method to detect the plant diseases, which expects to run on edge servers with augmented computing resources. Then, we propose a lightweight Deep Neural Networks (DNN) approach that can run on Internet of Things (IoT) devices with constrained resources. To reduce the size and computation cost of the model, we further simplify the DNN model and reduce the size of input sizes. The proposed models are trained with different image sizes to find the appropriate size of the input images. Experiment results are provided to evaluate the performance of the proposed models based on real- world dataset, which demonstrate the proposed models can accurately detect plant disease using low computational resources.","","978-1-7281-0960-2","10.1109/GCWkshps45667.2019.9024439","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9024439","","Diseases;Computational modeling;Machine learning;Feature extraction;Agriculture;Computational efficiency;Brain modeling","","58","","23","IEEE","5 Mar 2020","","","IEEE","IEEE Conferences"
"Agricultural Intelligence: Federated Learning CNN's Models for Jute Leaf Disease Analysis","K. Rajput; A. Garg; V. Kukreja; S. Mehta","Computer Science and Engineering, Graphic Era Hill University, Dehradun, Uttarakhand, India; Computer Science and Engineering, Graphic Era Hill University, Dehradun, Uttarakhand, India; Chitkara University Institute of Engineering and Technology, Chitkara University, Punjab, India; Chitkara University Institute of Engineering and Technology, Chitkara University, Punjab, India","2024 11th International Conference on Reliability, Infocom Technologies and Optimization (Trends and Future Directions) (ICRITO)","14 May 2024","2024","","","1","6","The research study performs an experimental analysis of a federated learning system that uses convolutional neural networks (CNNs) to detect and classify jute leaf diseases from many distributed data sources. We focus on five specific categories of jute leaf diseases, using local datasets from five individual clients to generate personalized models. The models are ensembled using federated averaging to create a robust global algorithm. Federated learning harnesses privacy and data security but enables the model to learn from various illness symptoms. The findings are promising, indicating that the federated learning model not only preserves but also improves the accuracy of illness categorization when moved from local to global data sets. The model's performance was assessed using precision, recall, F1-score, support, and accuracy parameters. The average accuracy, recall, and F1score increased from 78.86%, 78.7%, and 78.71% for mq_1 to 94.21%, 94.19%, and 94.2% for mq_5 for the five clients. The weighted means showed a similar improvement, with mq_1 starting at 79.38% and mq_5 reaching 94.22%. Micro averages had the same trend of increase, growing from 79.27% for mq_1 to 94.22% for mq_5. The statistical measures reveal increasing diagnostic precision of the model as the federated learning process advances. The research also examines the performance of federated averaging in aggregating local data sets for a global model. The global model accuracy achieves the best accuracy of local clients, up to 0.98. This shows how federated learning improves the global model by adding local data contributions. The research emphasizes the efficiency of federated learning and CNNs in solving the complex problem of jute leaf disease classification.","2769-2884","979-8-3503-5035-7","10.1109/ICRITO61523.2024.10522218","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10522218","jute leaves;Leaf diseases;(Convolution Neural Network – CNN;Federated Learning- FL;Disease;Augmentation image;Privacy;Security","Training;Data privacy;Analytical models;Federated learning;Soft sensors;Market research;Data models","","5","","18","IEEE","14 May 2024","","","IEEE","IEEE Conferences"
"Comparison Between Traditional Texture Methods and Deep Learning Descriptors for Detection of Nitrogen Deficiency in Maize Crops","R. H. Montes Condori; L. M. Romualdo; O. Martinez Bruno; P. H. de Cerqueira Luz","Institute of Mathematics and Computer Science, University of São Paulo São Carlos, Brazil; Faculty of Animal Science and Food Engineering, University of São Paulo, Pirassununga, Brazil; São Carlos Institute of Physics, University of São Paulo, São Carlos, Brazil; Faculty of Animal Science and Food Engineering, University of São Paulo, Pirassununga, Brazil",2017 Workshop of Computer Vision (WVC),"1 Feb 2018","2017","","","7","12","Every year, efficient maize production is very important to the economy of many countries. Since nutritional deficiencies in maize plants are directly reflected in their grains productivity, early detection is needed to maximize the chances of proper recovery of these plants. Traditional texture methods recently showed interesting results in the identification of nutritional deficiencies. On the other hand, deep learning techniques are increasingly outperforming hand-crafted features on many tasks. In this paper, we propose a simple transfer learning approach from pre-trained cnn models and compare their results with those from traditional texture methods in the task of nitrogen deficiency identification. We perform experiments in a real-world dataset that contains digitalized images of maize leaves at different growth stages and with different levels of nitrogen fertilization. The results show that deep learning based descriptors achieve better success rates than traditional texture methods.","","978-1-5386-1451-8","10.1109/WVC.2017.00009","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8278071","Nutritional Assessment;maize leaf analysis;deep learning;texture analysis;transfer learning;convolutional neural networks","Task analysis;Machine learning;Nitrogen;Frequency modulation;Agriculture;Diseases;Computer vision","","8","","31","IEEE","1 Feb 2018","","","IEEE","IEEE Conferences"
"Sustainable Coffee Production: A Federated Learning Framework with CNN for Disease Detection and Classification","V. Jindal; V. Kukreja; A. Bhattacherjee; U. Garg; S. Mehta","Chitkara University Institute of Engineering and Technology Chitkara University, Punjab, India; Chitkara University Institute of Engineering and Technology Chitkara University, Punjab, India; Computer Science and Engineering Lovely Professional University, Phagwara, Punjab, India; Computer Science and Engineering, Graphic Era Hill University, Dehradun, Uttarakhand, India; Chitkara University Institute of Engineering and Technology Chitkara University, Punjab, India","2023 International Conference on Computing, Communication, and Intelligent Systems (ICCCIS)","15 Feb 2024","2023","","","776","781","Using federated learning with Convolutional Neural Networks (CNN), this research study provides a novel technique for identifying and categorizing coffee leaf illnesses. The research focuses on five categories of coffee leaf diseases and includes information from five clients, combining local knowledge with global comprehension. The research uses three averaging techniques-Macro, Micro, and Weighted averages-in the Result Analysis section, each offering significant insights into the illness categorization. Precision was 83.53%, recall was 87.04%, F1-score was 91.23%, Support was 90.46%, and accuracy was 92.79%, according to the study of the macro Average. A precision of 85.73%, recall of 88.10%, F1-score of 91.74%, Support of 90.62%, and accuracy of 92.79% were obtained from the weighted Average. The Micro average's final statistics were accuracy at 92.78%, recall at 88.12%, F1-score at 91.73%, and Support at 90.62%. Additionally, federated averaging, a technique that harmonizes local data and transforms it into useful global insights, was used in the research's part on converting local data to global data. The values for the five clients were Cta-1: 83.69% precision, 83.41 % recall, 83.49% F1-score, 430.40 support, and 0.94 accuracy; Cta-2: 87.18%, 86.90%, 87.03%, 518.40, and 0.95; Cta-3: 91.30%, 91.16%, 91.21 %, 638.60, and 0.97; Cta-4: 90.68%, 90.25%, 90.44%, 757.00, and 0.96; Cta-5: 92.85%, 92.74%, 92.78%, 949.80, and 0.97. This research pioneers a unique approach to disease identification in coffee leaves by the synergistic use of various approaches, possibly revolutionizing agricultural practices and resulting in more sustainable, data-driven choices in the coffee sector.","","979-8-3503-0611-8","10.1109/ICCCIS60361.2023.10425772","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10425772","Coffee leaves;Leaf diseases;(CNN)_(FL);Disease;Augmentation image","Federated learning;Food security;Transforms;Production;Convolutional neural networks;Intelligent systems;Diseases","","1","","17","IEEE","15 Feb 2024","","","IEEE","IEEE Conferences"
"A Simple Method for Near-Real-Time Monthly Nighttime Light Image Production","Z. Zheng; Z. Wu; Y. Chen; G. Guo; Z. Yang; F. Marinello","Department of Land, Environment, Agriculture and Forestry, University of Padova, Padua, Italy; School of Geography and Remote Sensing, Guangzhou University, Guangzhou, China; School of Geography and Remote Sensing, Guangzhou University, Guangzhou, China; School of Geography and Remote Sensing, Guangzhou University, Guangzhou, China; School of Geography and Remote Sensing, Guangzhou University, Guangzhou, China; Department of Land, Environment, Agriculture and Forestry, University of Padova, Padua, Italy",IEEE Geoscience and Remote Sensing Letters,"30 Dec 2021","2022","19","","1","5","Compared with previous nighttime light (NTL) data, the Black Marble product developed by NASA in recent years is the most advanced NTL product, which plays an important role in regional activity monitoring and special events (process) tracking due to its excellent timeliness (near-real-time release) and global data coverage capability. Currently, among the Black Marble products, the VNP46A2 product is not updated in a timely manner and VN46AX is still under development. Thus, VNP46A1, which is released in near real time, has become a key product available to the public, although it is affected by cloud cover and moonlight. To obtain high-quality near-real-time monthly NTL images and reduce the data gaps before VNP46AX is released, a simple processing scheme based on VNP46A1 is proposed in this letter. The results show that the proposed processing chain can effectively filter cloud-polluted pixels and alleviate the interference of moonlight radiation. The near-real-time monthly NTL (NRTMNTL) data generated by the scheme achieve a higher correlation with VNP46A2 and present a better visual purity. The near-real-time data availability and parameter-free input make the proposed scheme more applicable for short-period events tracking.","1558-0571","","10.1109/LGRS.2021.3059799","NSFC-Guangdong Joint Fund(grant numbers:U1901219); Key Special Project for Introduced Talents Team of Southern Marine Science and Engineering Guangdong Laboratory (Guangzhou)(grant numbers:GML2019ZD0301); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9366332","Black Marble;near real time;nighttime light (NTL);VNP46A1","Cloud computing;Moon;Real-time systems;Surface treatment;Standards;Clouds;Visualization","","7","","10","IEEE","1 Mar 2021","","","IEEE","IEEE Journals"
