DOI,Title,Authors,Year,Abstract,Include,Reason,Data Source
10.1016/j.scitotenv.2017.12.012,"Virtual water flows and water-footprint of agricultural crop production, import and export: A case study for Israel","E., Shtull-Trauring, Eliav; N., Bernstein, Nirit",2018,"Agriculture is the largest global consumer of freshwater. As the volume of international trade continues to rise, so does the understanding that trade of water-intensive crops from areas with high precipitation, to arid regions can help mitigate water scarcity, highlighting the importance of crop water accounting. Virtual-Water, or Water-Footprint [WF] of agricultural crops, is a powerful indicator for assessing the extent of water use by plants, contamination of water bodies by agricultural practices and trade between countries, which underlies any international trade of crops. Most available studies of virtual-water flows by import/export of agricultural commodities were based on global databases, which are considered to be of limited accuracy. The present study analyzes the WF of crop production, import, and export on a country level, using Israel as a case study, comparing data from two high-resolution local databases and two global datasets. Results for local datasets demonstrate a WF of ~ 1200 Million Cubic Meters [MCM]/year) for total crop production, ~ 1000 MCM/year for import and ~ 250 MCM/year for export. Fruits and vegetables comprise ~ 80% of Export WF (~ 200 MCM/year), ~ 50% of crop production and only ~ 20% of the imports. Economic Water Productivity [EWP] ($/m3) for fruits and vegetables is 1.5 higher compared to other crops. Moreover, the results based on local and global datasets varied significantly, demonstrating the importance of developing high-resolution local datasets based on local crop coefficients. Performing high resolution WF analysis can help in developing agricultural policies that include support for low WF/high EWP and limit high WF/low EWP crop export, where water availability is limited. © 2017 Elsevier B.V., All rights reserved.",yes,The abstract describes a study on agricultural water use that compares local databases with global datasets.,
10.5194/isprs-archives-XLII-3-W4-483-2018,Study on spatial-temporal variations of meteorological-agricultural droughts in Turkey,"A.Ü., Şorman, A. Ünal; A., Danandeh Mehr, Ali; S.J., Hadi, Sinan Jasim",2018,"In this study, the meteorological drought represented by Standardized Precipitation Evapotranspiration Index (SPEI) and agriculture drought represented by Vegetation Condition Index (VCI) are analysed in seven regions over Turkey. VCI calculated using the Normalized Difference Vegetation Index (NDVI) data obtained from NOAA AVHRR, SPEI obtained from the SPEI global database with the version (SPEI base v2.5), and Land use/cover obtained from CORINE datasets. The study covers the period from January 1982 to December 2015 due to the availability of NDVI data. The correlation between monthly and seasonal VCI and SPEI (lag months 1, 3, 6, 9, and 12) was investigated in a regional and provincial scale. Monthly correlation found to be the highest in the Central Anatolia, Aegean, Marmara and Mediterranean regions respectively, while other regions have lower and non-homogenous values. One lag time of the VCI with respect to SPEI 12 improves the correlation. The regional correlation showed that, the highest correlation between two parameters is obtained for all the regions with SPEI 12 during summer, then followed by Autumn, and Spring months, the maximum values are recorded for the Central Anatolia (0.656) and Mediterranean (0.625) in Summer, and Aegean (0.643) in Autumn respectively; rather lower correlation values did occur in Marmara (0.515) in Autumn, Eastern Anatolia (0.501), SE Anatolia (0.375) and Black Sea (0.297) regions in Summer. The provincial investigation between seasonal VCI and SPEI indicated that the presence of a positive correlation in general in most of the provinces in all seasons with several exceptions in the Eastern Anatolia, South eastern Anatolia, Black sea, and Marmara. The land cover types with high correlation coefficients are noticed to be covered by forest, agricultural lands, non-irrigable lands and mostly covered by fruits (grape, olive etc.) using CORINE land cover map. © 2018 Elsevier B.V., All rights reserved.",yes,"The study, while focused on Turkey, uses global datasets like NOAA AVHRR and the SPEI global database for agricultural drought analysis.",NOAA AVHRR;SPEI global database;CORINE
10.1111/gwat.12578,Groundwater Development Stress: Global-Scale Indices Compared to Regional Modeling,"W.M., Alley, William Morgan; B.R., Clark, Brian R.; D.M., Ely, David Matthew; C.C., Faunt, Claudia C.",2018,"The increased availability of global datasets and technologies such as global hydrologic models and the Gravity Recovery and Climate Experiment (GRACE) satellites have resulted in a growing number of global-scale assessments of water availability using simple indices of water stress. Developed initially for surface water, such indices are increasingly used to evaluate global groundwater resources. We compare indices of groundwater development stress for three major agricultural areas of the United States to information available from regional water budgets developed from detailed groundwater modeling. These comparisons illustrate the potential value of regional-scale analyses to supplement global hydrological models and GRACE analyses of groundwater depletion. Regional-scale analyses allow assessments of water stress that better account for scale effects, the dynamics of groundwater flow systems, the complexities of irrigated agricultural systems, and the laws, regulations, engineering, and socioeconomic factors that govern groundwater use. Strategic use of regional-scale models with global-scale analyses would greatly enhance knowledge of the global groundwater depletion problem. © 2018 Elsevier B.V., All rights reserved.",yes,The abstract discusses the use of global datasets and technologies like GRACE satellites to assess water stress in major agricultural areas.,Gravity Recovery and Climate Experiment (GRACE)
10.3390/s18020591,"A novel strategy for very-large-scale cash-crop mapping in the context of weather-related risk assessment, combining global satellite multispectral datasets, environmental constraints, and in situ acquisition of geospatial data","F., Dell’Acqua, Fabio; G.C., Iannelli, Gianni Cristian; M.A., Torres, Marco A.; M.L.V., Martina, Mario Lloyd Virgilio",2018,"Cash crops are agricultural crops intended to be sold for profit as opposed to subsistence crops, meant to support the producer, or to support livestock. Since cash crops are intended for future sale, they translate into large financial value when considered on a wide geographical scale, so their production directly involves financial risk. At a national level, extreme weather events including destructive rain or hail, as well as drought, can have a significant impact on the overall economic balance. It is thus important to map such crops in order to set up insurance and mitigation strategies. Using locally generated data—such as municipality-level records of crop seeding—for mapping purposes implies facing a series of issues like data availability, quality, homogeneity, etc. We thus opted for a different approach relying on global datasets. Global datasets ensure homogeneity and availability of data, although sometimes at the expense of precision and accuracy. A typical global approach makes use of spaceborne remote sensing, for which different land cover classification strategies are available in literature at different levels of cost and accuracy. We selected the optimal strategy in the perspective of a global processing chain. Thanks to a specifically developed strategy for fusing unsupervised classification results with environmental constraints and other geospatial inputs including ground-based data, we managed to obtain good classification results despite the constraints placed. The overall production process was composed using “good-enough"" algorithms at each step, ensuring that the precision, accuracy, and data-hunger of each algorithm was commensurate to the precision, accuracy, and amount of data available. This paper describes the tailored strategy developed on the occasion as a cooperation among different groups with diverse backgrounds, a strategy which is believed to be profitably reusable in other, similar contexts. The paper presents the problem, the constraints and the adopted solutions; it then summarizes the main findings including that efforts and costs can be saved on the side of Earth Observation data processing when additional ground-based data are available to support the mapping task. © 2018 Elsevier B.V., All rights reserved.",yes,The abstract describes a method for mapping cash crops that relies on global satellite multispectral datasets.,
10.5194/hess-22-1119-2018,A global approach to estimate irrigated areas - A comparison between different data and statistics,"J., Meier, Jonas; F., Zabel, Florian; W., Mauser, Wolfram",2018,"Agriculture is the largest global consumer of water. Irrigated areas constitute 40'% of the total area used for agricultural production (FAO, 2014a) Information on their spatial distribution is highly relevant for regional water management and food security. Spatial information on irrigation is highly important for policy and decision makers, who are facing the transition towards more efficient sustainable agriculture. However, the mapping of irrigated areas still represents a challenge for land use classifications, and existing global data sets differ strongly in their results. The following study tests an existing irrigation map based on statistics and extends the irrigated area using ancillary data. The approach processes and analyzes multi-temporal normalized difference vegetation index (NDVI) SPOT-VGT data and agricultural suitability data &ndash; both at a spatial resolution of 30'arcsec &ndash; incrementally in a multiple decision tree. It covers the period from 1999 to 2012. The results globally show a 18'% larger irrigated area than existing approaches based on statistical data. The largest differences compared to the official national statistics are found in Asia and particularly in China and India. The additional areas are mainly identified within already known irrigated regions where irrigation is more dense than previously estimated. The validation with global and regional products shows the large divergence of existing data sets with respect to size and distribution of irrigated areas caused by spatial resolution, the considered time period and the input data and assumption made. © 2018 Elsevier B.V., All rights reserved.",yes,"The abstract describes a global approach to map irrigated areas using satellite data (SPOT-VGT), which is an agricultural topic.",SPOT-VGT
10.1098/rspb.2017.2140,The worldwide importance of honey bees as pollinators in natural habitats,"K.L.J., Hung, Keng Lou James; J.M., Kingston, Jennifer M.; M., Albrecht, Matthias; D.A., Holway, David A.; J.R., Kohn, Joshua R.",2018,"The western honey bee (Apis mellifera) is the most frequent floral visitor of crops worldwide, but quantitative knowledge of its role as a pollinator outside of managed habitats is largely lacking. Here we use a global dataset of 80 published plant–pollinator interaction networks as well as pollinator effectiveness measures from 34 plant species to assess the importance of A. mellifera in natural habitats. Apis mellifera is the most frequent floral visitor in natural habitats worldwide, averaging 13% of floral visits across all networks (range 0–85%), with 5% of plant species recorded as being exclusively visited by A. mellifera. For 33% of the networks and 49% of plant species, however, A. mellifera visitation was never observed, illustrating that many flowering plant taxa and assemblages remain dependent on non-A. mellifera visitors for pollination. Apis mellifera visitation was higher in warmer, less variable climates and on mainland rather than island sites, but did not differ between its native and introduced ranges. With respect to single-visit pollination effectiveness, A. mellifera did not differ from the average non-A. mellifera floral visitor, though it was generally less effective than the most effective non-A. mellifera visitor. Our results argue for a deeper understanding of how A. mellifera, and potential future changes in its range and abundance, shape the ecology, evolution, and conservation of plants, pollinators, and their interactions in natural habitats. © 2018 Elsevier B.V., All rights reserved.",yes,"The study uses a global dataset of plant–pollinator interaction networks to assess the role of honey bees, a topic directly relevant to agriculture.",
10.1038/sdata.2018.227,"Global distribution data for cattle, buffaloes, horses, sheep, goats, pigs, chickens and ducks in 2010","M., Gilbert, Marius; G., Nicolas, Gaëlle; G., Cinardi, Giuseppina; T.P., van Boeckel, Thomas P.; S.O., Vanwambeke, Sophie O.; W.G.R., Wint, William G.R.; T.P., Robinson, Timothy P.",2018,"Global data sets on the geographic distribution of livestock are essential for diverse applications in agricultural socio-economics, food security, environmental impact assessment and epidemiology. We present a new version of the Gridded Livestock of the World (GLW 3) database, reflecting the most recently compiled and harmonized subnational livestock distribution data for 2010. GLW 3 provides global population densities of cattle, buffaloes, horses, sheep, goats, pigs, chickens and ducks in each land pixel at a spatial resolution of 0.083333 decimal degrees (approximately 10 km at the equator). They are accompanied by detailed metadata on the year, spatial resolution and source of the input census data. Two versions of each species distribution are produced. In the first version, livestock numbers are disaggregated within census polygons according to weights established by statistical models using high resolution spatial covariates (dasymetric weighting). In the second version, animal numbers are distributed homogeneously with equal densities within their census polygons (areal weighting) to provide spatial data layers free of any assumptions linking them to other spatial variables. © 2019 Elsevier B.V., All rights reserved.",yes,"The paper presents a new version of a global database on livestock distribution, the Gridded Livestock of the World (GLW 3).",Gridded Livestock of the World (GLW 3)
10.5220/0006580403460355,Automatic counting of wheat spikes from wheat growth images,"N., Alharbi, Najmah; J., Zhou, Ji; W., Wang, Wenjia",2018,"This study aims to develop an automated screening system that can estimate the number of wheat spikes (i.e. ears) from a given wheat plant image acquired after the flowering stage. The platform can be used to assist the dynamic estimation of wheat yield potential as well as grain yield based on wheat images captured by the CropQuant platform. Our proposed system framework comprises three main stages. Firstly, it transforms the wheat plant raw image data using colour index of vegetation extraction (CIVE) and then segments wheat ear regions from the image to reduce the influence of the background signals. Secondly, it detects wheat ears using Gabor filter banks and K-means clustering algorithm. Finally, it estimates the number of wheat spikes within extracted wheat spike region through a regression method. The framework is tested with a real-world dataset of wheat growth images equally distributed from flowering to ripening stages. The estimations of the wheat ears were benchmarked against the ground truth produced in this study by human manual counting. Our automatic counting system achieved an average accuracy of 90.7% with a standard deviation of 0.055, at a much faster speed than human experts and hence the system has a potential to be improved for agricultural applications on wheat growth studies in the future. © 2020 Elsevier B.V., All rights reserved.",no,"The abstract describes using a dataset of wheat images from a specific platform (CropQuant), which implies a local or regional scope, not global coverage.",
10.1111/ejss.12475,Limited effect of organic matter on soil available water capacity,"B.B., Minasny, Budiman B.; A.B., McBratney, Alex B.",2018,"Soil water-holding capacity is an important component of the water and energy balances of the terrestrial biosphere. It controls the rate of evapotranspiration, and is a key to crop production. It is widely accepted that the available water capacity in soil can be improved by increasing organic matter content. However, the increase in amount of water that is available to plants with an increase in organic matter is still uncertain and may be overestimated. To clarify this issue, we carried out a meta-analysis from 60 published studies and analysed large databases (more than 50 000 measurements globally) to seek relations between organic carbon (OC) and water content at saturation, field capacity, wilting point and available water capacity. We show that the increase in organic carbon in soil has a small effect on soil water content. A 1% mass increase in soil OC (or 10 g C kg−1 soil mineral), on average, increases water content at saturation, field capacity, wilting point and available water capacity by: 2.95, 1.61, 0.17 and 1.16 mm H<inf>2</inf>O 100 mm soil−1, respectively. The increase is larger in sandy soils, followed by loams and is least in clays. Overall the increase in available water capacity is very small; 75% of the studies reported had values between 0.7 and 2 mm 100 mm−1 with an increase of 10 g C kg−1 soil. Compared with reported annual rates of carbon sequestration after the adoption of conservation agricultural systems, the effect on soil available water is negligible. Thus, arguments for sequestering carbon to increase water storage are questionable. Conversely, global warming may cause losses in soil carbon, but the effects on soil water storage and its consequent impact on hydrological cycling might be less than thought previously. Highlights: We investigated how available water capacity can be increased with a 1% increase in soil organic carbon. We analysed data from 60 published studies and global databases with more than 50 000 measurements. The increase in organic carbon in soil has a small effect on soil water retention. A 1% mass increase in soil OC on average increased available water capacity by 1.16%, volumetrically. © 2023 Elsevier B.V., All rights reserved.",yes,"The study uses large global databases with over 50,000 measurements to analyze soil water capacity, a topic relevant to crop production.",
10.1111/gcb.13830,Spatiotemporal pattern of gross primary productivity and its covariation with climate in China over the last thirty years,"Y., Yao, Yitong; X., Wang, Xuhui; Y., Li, Yue; T., Wang, Tao; M., Shen, Miaogen; M., Du, Mingyuan; H.L., He, Hongling Lin; Y., Li, Yingnian; W., Luo, Weijun; M., Ma, Mingguo",2018,"The uncertainties of China's gross primary productivity (GPP) estimates by global data-oriented products and ecosystem models justify a development of high-resolution data-oriented GPP dataset over China. We applied a machine learning algorithm developing a new GPP dataset for China with 0.1° spatial resolution and monthly temporal frequency based on eddy flux measurements from 40 sites in China and surrounding countries, most of which have not been explored in previous global GPP datasets. According to our estimates, mean annual GPP over China is 6.62 ± 0.23 PgC/year during 1982–2015 with a clear gradient from southeast to northwest. The trend of GPP estimated by this study (0.020 ± 0.002 PgC/year2 from 1982 to 2015) is almost two times of that estimated by the previous global dataset. The GPP increment is widely spread with 60% area showing significant increasing trend (p <.05), except for Inner Mongolia. Most ecosystem models overestimated the GPP magnitudes but underestimated the temporal trend of GPP. The monsoon affected eastern China, in particular the area surrounding Qinling Mountain, seems having larger contribution to interannual variability (IAV) of China's GPP than the semiarid northwestern China and Tibetan Plateau. At country scale, temperature is the dominant climatic driver for IAV of GPP. The area where IAV of GPP dominated by temperature is about 42%, while precipitation and solar radiation dominate 31% and 27% respectively over semiarid area and cold-wet area. Such spatial pattern was generally consistent with global GPP dataset, except over the Tibetan Plateau and northeastern forests, but not captured by most ecosystem models, highlighting future research needs to improve the modeling of ecosystem response to climate variations. © 2018 Elsevier B.V., All rights reserved.",yes,"The paper develops a new GPP dataset for China and compares it with existing global GPP datasets, a topic relevant to agriculture and climate.",
10.1038/s41558-017-0011-y,Historical effects of CO2 and climate trends on global crop water demand,"D.W., Urban, Daniel W.; J., Sheffield, Justin; D.B., Lobell, David B.",2017,"A critical question for agricultural production and food security is how water demand for staple crops will respond to climate and carbon dioxide (CO<inf>2</inf>) changes 1, especially in light of the expected increases in extreme heat exposure 2 . To quantify the trade-offs between the effects of climate and CO<inf>2</inf> on water demand, we use a 'sink-strength' model of demand 3,4 which relies on the vapour-pressure deficit (VPD), incident radiation and the efficiencies of canopy-radiation use and canopy transpiration; the latter two are both dependent on CO<inf>2</inf>. This model is applied to a global data set of gridded monthly weather data over the cropping regions of maize, soybean, wheat and rice during the years 1948-2013. We find that this approach agrees well with Penman-Monteith potential evapotranspiration (PM) for the C3 crops of soybean, wheat and rice, where the competing CO<inf>2</inf> effects largely cancel each other out, but that water demand in maize is significantly overstated by a demand measure that does not include CO<inf>2</inf>, such as the PM. We find the largest changes in wheat, for which water demand has increased since 1981 over 86% of the global cropping area and by 2.3-3.6 percentage points per decade in different regions. © 2017 Elsevier B.V., All rights reserved.",yes,"The paper uses a global dataset of gridded monthly weather data for major crop regions to analyze water demand, which meets all inclusion criteria.",
10.1038/s41467-017-00923-8,Global hotspots and correlates of emerging zoonotic diseases,"T., Allen, Toph; K.A., Murray, Kris A.; C.M., Zambrana-Torrelio, Carlos M.; S.S., Morse, Stephen S.; C., Rondinini, Carlo; M., Di Marco, Moreno; N., Breit, Nathan; K.J., Olival, Kevin J.; P., Daszak, Peter",2017,"Zoonoses originating from wildlife represent a significant threat to global health, security and economic growth, and combatting their emergence is a public health priority. However, our understanding of the mechanisms underlying their emergence remains rudimentary. Here we update a global database of emerging infectious disease (EID) events, create a novel measure of reporting effort, and fit boosted regression tree models to analyze the demographic, environmental and biological correlates of their occurrence. After accounting for reporting effort, we show that zoonotic EID risk is elevated in forested tropical regions experiencing land-use changes and where wildlife biodiversity (mammal species richness) is high. We present a new global hotspot map of spatial variation in our zoonotic EID risk index, and partial dependence plots illustrating relationships between events and predictors. Our results may help to improve surveillance and long-term EID monitoring programs, and design field experiments to test underlying mechanisms of zoonotic disease emergence. © 2018 Elsevier B.V., All rights reserved.",no,"The topic of zoonotic diseases originating from wildlife is not directly related to agriculture, failing to meet inclusion criterion (b).",
10.1088/1748-9326/aa8c82,Human impact on wildfires varies between regions and with vegetation productivity,"G., Lasslop, Gitta; S., Kloster, Silvia",2017,"We assess the influence of humans on burned area simulated with a dynamic global vegetation model. The human impact in the model is based on population density and cropland fraction, which were identified as important drivers of burned area in analyses of global datasets, and are commonly used in global models. After an evaluation of the sensitivity to these two variables we extend the model by including an additional effect of the cropland fraction on the fire duration. The general pattern of human influence is similar in both model versions: the strongest human impact is found in regions with intermediate productivity, where fire occurrence is not limited by fuel load or climatic conditions. Human effects in the model increases burned area in the tropics, while in temperate regions burned area is reduced. While the population density is similar on average for the tropical and temperate regions, the cropland fraction is higher in temperate regions, and leads to a strong suppression of fire. The model shows a low human impact in the boreal region, where both population density and cropland fraction is very low and the climatic conditions, as well as the vegetation productivity limit fire. Previous studies attributed a decrease in fire activity found in global charcoal datasets to human activity. This is confirmed by our simulations, which only show a decrease in burned area when the human influence on fire is accounted for, and not with only natural effects on fires. We assess how the vegetation-fire feedback influences the results, by comparing simulations with dynamic vegetation biogeography to simulations with prescribed vegetation. The vegetation-fire feedback increases the human impact on burned area by 10% for present day conditions. These results emphasize that projections of burned area need to account for the interactions between fire, climate, vegetation and humans. © 2017 Elsevier B.V., All rights reserved.",yes,"The paper uses global datasets to analyze the influence of humans, including cropland fraction, on burned areas, which is related to agriculture and land use.",
10.1016/j.apsoil.2017.06.011,Comparison of two widely used sampling methods in assessing earthworm community responses to agricultural intensification,"W.S., Andriuzzi, Walter S.; M.M., Pulleman, Mirjam M.; D., Cluzeau, Daniel; G., Pérès, Guénola",2017,"To assess whether different sampling protocols provide similar results on earthworm community responses to land use, comparisons across different environments are required. Using an ongoing experiment in France, we assessed whether two protocols, widely used in international projects and global databases, provide similar estimates of earthworm abundance, and detect the same community responses to agricultural intensification. Method A consisted of hand-sorting composite samples of three soil monoliths 35 × 35 × 20 cm each, and applying formalin in the resulting holes. Method B consisted of applying formalin over a 1 m2 contiguous area and subsequently hand-sorting a 25 × 25 × 25 cm soil monolith within it. Higher abundance was obtained from Method A than from Method B, but the two methods led to the same ecological conclusions. Firstly, they both showed that earthworm biomass and density decreased with agricultural intensification. Secondly, they showed similar land use effects on earthworm ecological group proportions, age structure, and body size distribution, pointing to a relative loss of large-bodied earthworms with agricultural intensification. These findings suggest that data from the two methods are both suitable to investigate the community response of earthworms, whereas assessments of earthworm abundance per se are more sensitive to the sampling protocol. Merits and drawbacks of the methods in terms of time and labour needed and of statistical variation are discussed. © 2018 Elsevier B.V., All rights reserved.",no,"The study is a local experiment conducted in France, not an analysis of a global dataset, thus meeting exclusion criterion (c).",
10.1505/146554817821865081,Global Deforestation Patterns: Comparing Recent and Past Forest Loss Processes Through a Spatially Explicit Analysis,"M., Sandker, Marieke; Y., Finegold, Yelena; R., D'Annunzio, Rémi; E.J., Lindquist, Erik J.",2017,"This study explores how deforestation relates to biophysical and socio-economic variables in a quantitative, spatially explicit analysis. Both patterns of historical (approximately 4000 B.C. - 2000 A.D.) and recent (1990-2005) deforestation were explored and compared. The study uses location analysis, combining spatially explicit global databases of deforestation with variables hypothesized to relate to deforestation (e.g. rural livestock density, cost-distance). The results show that historical and recent deforestation show similar patterns when plotted against the selected variables suggesting the relations to be empirical. The strongest relations were between deforestation and rural population density, cost-distance and crop suitability respectively. These findings support the hypothesis that agricultural expansion was the largest direct cause of deforestation historically and it continues to be the largest direct cause today. While crop suitability showed a strong correlation with deforestation, pasture suitability showed no correlation. The study accordingly compares contemporary deforestation in the tropical domain against economic development (approximated by a combination of GDP value and growth rate) which resulted in a reproduction of the deforestation pattern predicted by the forest transition curve. In view of the apparent empirical relation, the variables which relate to deforestation in this study are expected to have predictive power to identify locations of likely future deforestation. To illustrate the application value of this analysis, the deforestation risk in African protected forest was assessed. This assessment revealed that protected areas are found on locations with below average pressure and the pressures vary greatly in the different regions. The findings underline the importance of considering national circumstances to understand the government's efforts to manage its forests sustainably and contribute to international mitigation by reducing forest-related emissions. © 2017 Elsevier B.V., All rights reserved.",yes,"The study uses spatially explicit global databases to analyze deforestation patterns, which it links directly to agricultural expansion.",
10.1111/gcb.13618,Phosphorus in agricultural soils: drivers of its distribution at the global scale,"B., Ringeval, Bruno; L., Augusto, Laurent; H., Monod, Hervé; D.F., Van Apeldoorn, Dirk F.; L.F., Bouwman, Lex Felix; X., Yang, Xiaojuan; D.L., Achat, David Ludovick; L.P., Chini, Louise Parsons; K., Van Oost, Kristof; B., Guenet, Bertrand",2017,"Phosphorus (P) availability in soils limits crop yields in many regions of the World, while excess of soil P triggers aquatic eutrophication in other regions. Numerous processes drive the global spatial distribution of P in agricultural soils, but their relative roles remain unclear. Here, we combined several global data sets describing these drivers with a soil P dynamics model to simulate the distribution of P in agricultural soils and to assess the contributions of the different drivers at the global scale. We analysed both the labile inorganic P (P<inf>ILAB</inf>), a proxy of the pool involved in plant nutrition and the total soil P (P<inf>TOT</inf>). We found that the soil biogeochemical background corresponding to P inherited from natural soils at the conversion to agriculture (BIOG) and farming practices (FARM) were the main drivers of the spatial variability in cropland soil P content but that their contribution varied between P<inf>TOT</inf> vs. P<inf>ILAB</inf>. When the spatial variability was computed between grid cells at half-degree resolution, we found that almost all of the P<inf>TOT</inf> spatial variability could be explained by BIOG, while BIOG and FARM explained 38% and 63% of P<inf>ILAB</inf> spatial variability, respectively. Our work also showed that the driver contribution was sensitive to the spatial scale characterizing the variability (grid cell vs. continent) and to the region of interest (global vs. tropics for instance). In particular, the heterogeneity of farming practices between continents was large enough to make FARM contribute to the variability in P<inf>TOT</inf> at that scale. We thus demonstrated how the different drivers were combined to explain the global distribution of agricultural soil P. Our study is also a promising approach to investigate the potential effect of P as a limiting factor for agroecosystems at the global scale. © 2017 Elsevier B.V., All rights reserved.",yes,"The paper combines several global datasets to simulate the distribution of phosphorus in agricultural soils at a global scale, meeting all criteria.",
10.1371/journal.pone.0181202,Combining global land cover datasets to quantify agricultural expansion into forests in Latin America: Limitations and challenges,"F., Pendrill, Florence; U.M., Persson, U. Martin",2017,"While we know that deforestation in the tropics is increasingly driven by commercial agriculture, most tropical countries still lack recent and spatially-explicit assessments of the relative importance of pasture and cropland expansion in causing forest loss. Here we present a spatially explicit quantification of the extent to which cultivated land and grassland expanded at the expense of forests across Latin America in 2001-2011, by combining two -state-ofthe-art- global datasets (Global Forest Change forest loss and GlobeLand30-2010 land cover). We further evaluate some of the limitations and challenges in doing this. We find that this approach does capture some of the major patterns of land cover following deforestation, with GlobeLand30-2010-s Grassland class (which we interpret as pasture) being the most common land cover replacing forests across Latin America. However, our analysis also reveals some major limitations to combining these land cover datasets for quantifying pasture and cropland expansion into forest. First, a simple one-to-one translation between GlobeLand30-2010-s Cultivated land and Grassland classes into cropland and pasture respectively, should not be made without caution, as GlobeLand30-2010 defines its Cultivated land to include some pastures. Comparisons with the TerraClass dataset over the Brazilian Amazon and with previous literature indicates that Cultivated land in GlobeLand30-2010 includes notable amounts of pasture and other vegetation (e.g. in Paraguay and the Brazilian Amazon). This further suggests that the approach taken here generally leads to an underestimation (of up to ~60%) of the role of pasture in replacing forest. Second, a large share (~33%) of the Global Forest Change forest loss is found to still be forest according to GlobeLand30-2010 and our analysis suggests that the accuracy of the combined datasets, especially for areas with heterogeneous land cover and/or small-scale forest loss, is still too poor for deriving accurate quantifications of land cover following forest loss. © 2017 Elsevier B.V., All rights reserved.",yes,"The paper explicitly mentions combining two global datasets, Global Forest Change and GlobeLand30-2010, to study agricultural expansion.",Global Forest Change;GlobeLand30-2010;TerraClass
10.1080/2150704X.2017.1297544,Development of an NRCS curve number global dataset using the latest geospatial remote sensing data for worldwide hydrologic applications,"Z., Zeng, Ziyue; G., Tang, Guoqiang; Y., HONG, Yang; C., Zeng, Chao; Y., Yang, Yuan",2017,"The United States Natural Resources Conservation Service (NRCS) Runoff Curve Number (CN) is the most widely used rainfall-runoff modeling method. The hydrologic soil group (HSG), land use/cover, hydrologic surface condition and antecedent moisture condition jointly determine the CN value. This study aims to update the previous global CN map using the recently available geospatial remote sensing data. Based on the conventional United States Department of Agriculture (USDA) and National Engineering Handbook Section 4 (NEH-4) standard lookup tables, the newly derived CN map utilizes the latest Moderate Resolution Imaging Spectroradiometer (MODIS) land cover and the Harmonized World Soil Database (HWSD) soil data to investigate the current flood potential of the global land surface. The results show that the new CN map outperforms the previous one in detecting China’s flood event locations with an improvement in the ratio of the averaged CN value for flood events to the averaged CN value for the whole land area of China. The new CN map reveals the effects of land surface change on hydrological conditions in the 2000s. Based on the Soil Moisture Active and Passive (SMAP) data and the gaugecombined Global Satellite Mapping of Precipitation (GSMaP) product, global surface runoff (April 2015-March 2016, 0.1°×0.1°) is estimated with the new CN map. The currently derived global CN dataset can be used in multi-scale hydrological applications, such as rainfall-runoff modeling and flood hazard risk assessment across continents. © 2017 Elsevier B.V., All rights reserved.",yes,"The paper uses several named global datasets (MODIS, HWSD, SMAP, GSMaP) to develop a new global dataset for hydrologic applications relevant to agriculture.",MODIS;Harmonized World Soil Database;Soil Moisture Active and Passive;Global Satellite Mapping of Precipitation
10.1038/nclimate3263,Human-induced erosion has offset one-third of carbon emissions from land cover change,"Z., Wang, Zhengang; T.O., Hoffmann, T. O.; J.W., Six, Johan W.; J.O., Kaplan, Jed Oliver; G., Govers, Gerard; S., Doetterl, Sebastian; K., Van Oost, Kristof",2017,"Anthropogenic land cover change (ALCC) is an important carbon (C) loss mechanism, but current methods do not consider the role of accelerated soil organic C erosion and its burial in sediments in their assessments of net soil-atmosphere C exchange. Using a comprehensive global database and parsimonious modelling, we evaluate the impact of anthropogenic soil erosion on C fluxes between the Earth's surface and atmosphere from the onset of agriculture to the present day. We find that agricultural erosion represents a very large and transient perturbation to the C cycle and has induced a cumulative net uptake of 78 ± 22 Pg C in terrestrial ecosystems during the period 6000 BC to AD 2015. This erosion-induced soil organic C sink is estimated to have offset 37 ± 10% of previously recognized C emissions resulting from ALCC. We estimate that rates of C burial have increased by a factor of 4.6 since AD 1850. Thus, current assessments may significantly overestimate both past and future anthropogenic emissions from the land. Given that ALCC is the most uncertain component of the global C budget and that there is a strong connection between ALCC and erosion, an explicit representation of erosion and burial processes is essential to fully understand the impact of human activities on the net soil-atmosphere C exchange. © 2017 Elsevier B.V., All rights reserved.",yes,"The paper uses a comprehensive global database to evaluate the impact of agricultural erosion on carbon fluxes, meeting all criteria.",
